ORIGIN_AIRPORT_ID,NAME,DEPARTURES_PERFORMED,PASSENGERS,ORIGIN_STATE_ABR
10120,"El Arish, Egypt: El Arish International",0.0,0.0,
10121,"Annaba, Algeria: Rabah Bitat",0.0,0.0,
10122,"Apalachicola, FL: Apalachicola Regional Cleve Randolph Field",0.0,0.0,
10123,"Aachen, Germany: Aachen Merzbrueck",0.0,0.0,
10124,"Arraias, Brazil: Arraias Airport",0.0,0.0,
10125,"Aalborg, Denmark: Aalborg Airport",0.0,0.0,
10126,"Mala Mala, South Africa: Malamala",0.0,0.0,
10127,"Al Ain, United Arab Emirates: Al Ain International",0.0,0.0,
10128,"Anaco, Venezuela: Anaco Airport",0.0,0.0,
10129,"Anapa, Russia: Vityazevo",0.0,0.0,
10130,"Aarhus, Denmark: Aarhus Airport",0.0,0.0,
10131,"Asau, Samoa: Asau W Sam",0.0,0.0,
10132,"Araxa, Brazil: Romeu Zema",0.0,0.0,
10134,"Abadan, Iran: Abadan Airport",0.0,0.0,
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",211.0,12848.0,PA
10136,"Abilene, TX: Abilene Regional",90.0,2738.0,TX
10137,"Abidjan, Cote d'Ivoire: Felix Houphouet Boigny Abidjan International",0.0,0.0,
10138,"Kabri Dar, Ethiopia: Kebri Dahar",0.0,0.0,
10139,"Ambler, AK: Ambler River",36.0,46.0,AK
10140,"Albuquerque, NM: Albuquerque International Sunport",978.0,49583.0,NM
10141,"Aberdeen, SD: Aberdeen Regional",30.0,214.0,SD
10142,"Abu Simbel, Egypt: Abu Simbel Airport",0.0,0.0,
10143,"Al-Baha, Saudi Arabia: King Saud Bin Abdulaziz",0.0,0.0,
10144,"Abuja, Nigeria: Nnamdi Azikiwe International",0.0,0.0,
10145,"Albury, Australia: Albury Airport",0.0,0.0,
10146,"Albany, GA: Southwest Georgia Regional",29.0,345.0,GA
10147,"Aberdeen, United Kingdom: Aberdeen Dyce",0.0,0.0,
10148,"Acapulco, Mexico: Acapulco International",0.0,0.0,
10149,"Bellaire, MI: Antrim County",0.0,0.0,
10150,"Accra, Ghana: Kotoka International",0.0,0.0,
10151,"Arrecife, Spain: Lanzarote",0.0,0.0,
10152,"Altenrhein, Switzerland: St Gallen Altenrhein",0.0,0.0,
10153,"Alderney, United Kingdom: Alderney Airport",0.0,0.0,
10154,"Nantucket, MA: Nantucket Memorial",662.0,2758.0,MA
10155,"Waco, TX: Waco Regional",34.0,972.0,TX
10156,"Achutupo, Panama: Achutupo Airport",0.0,0.0,
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",53.0,1409.0,CA
10158,"Atlantic City, NJ: Atlantic City International",94.0,12270.0,NJ
10159,"Adana, Turkey: Adana International",0.0,0.0,
10160,"Izmir, Turkey: Adnan Menderes",0.0,0.0,
10161,"Andakombe, Papua New Guinea: Andakombe Airport",0.0,0.0,
10162,"Addis Ababa, Ethiopia: Bole International",0.0,0.0,
10163,"Aden, Yemen: Aden International",0.0,0.0,
10164,"Amman, Jordan: Marka International",0.0,0.0,
10165,"Adak Island, AK: Adak",8.0,98.0,AK
10166,"Adelaide, Australia: Adelaide International",0.0,0.0,
10167,"Ardmore, OK: Ardmore Municipal",0.0,0.0,
10168,"Andes, Colombia: Andes Airport",0.0,0.0,
10169,"Andamooka, Australia: Andamooka Airport",0.0,0.0,
10170,"Kodiak, AK: Kodiak Airport",265.0,2543.0,AK
10171,"Dallas, TX: Addison",0.0,0.0,
10172,"Camp Springs, MD: Joint Base Andrews",0.0,0.0,
10173,"St Andrews, United Kingdom: RAF Leuchars",0.0,0.0,
10174,"San Andres Island, Colombia: Gustavo Rojas Pinilla",0.0,0.0,
10175,"Al Dhafra, United Arab Emirates: Al Dhafra Air Base",0.0,0.0,
10176,"Aleneva, AK: Aleneva Airport",0.0,0.0,
10177,"Padang Sidempuan, Indonesia: Aek Godang",0.0,0.0,
10178,"Abeche, Chad: Abeche Airport",0.0,0.0,
10180,"Aioun El Atrouss, Mauritania: Aioun El Atrouss Airport",0.0,0.0,
10181,"Buenos Aires, Argentina: Aeroparque Jorge Newbery",0.0,0.0,
10182,"Adler/Sochi, Russia: Adler/Sochi Airport",0.0,0.0,
10183,"Aalesund, Norway: Alesund",0.0,0.0,
10184,"Allakaket, AK: Allakaket Airport",35.0,80.0,AK
10185,"Alexandria, LA: Alexandria International",73.0,2269.0,LA
10186,"Akureyri, Iceland: Akureyri Airport",0.0,0.0,
10188,"San Rafael, Argentina: San Rafael Airport",0.0,0.0,
10189,"Colorado Springs, CO: USAF Academy Airfield",0.0,0.0,
10190,"Nebraska, NE: Nebraska City Municipal",0.0,0.0,
10191,"Afton, WY: Afton Municipal",0.0,0.0,
10192,"Wadesboro, NC: Anson County Jeff Cloud Field",0.0,0.0,
10194,"Dallas/Fort Worth, TX: Perot Field Fort Worth Alliance",0.0,0.0,
10195,"Afyon, Turkey: Afyon Airport",0.0,0.0,
10196,"Agadir, Morocco: Inezgane",0.0,0.0,
10197,"Augsburg, Germany: Augsburg Airport",0.0,0.0,
10198,"Pittsburgh, PA: Allegheny County",0.0,0.0,
10199,"Agen, France: Agen La Garenne",0.0,0.0,
10200,"Angoram, Papua New Guinea: Angoram Airport",0.0,0.0,
10201,"Angelholm/Helsingborg, Sweden: Angelholm",0.0,0.0,
10202,"Kagua, Papua New Guinea: Kagua Airport",0.0,0.0,
10203,"Wanigela, Papua New Guinea: Wanigela Airport",0.0,0.0,
10204,"Angoon, AK: Angoon Seaplane Base",61.0,132.0,AK
10205,"Malaga, Spain: Malaga Airport",0.0,0.0,
10206,"Agrinion, Greece: Agrinion Airport",0.0,0.0,
10207,"Agra, India: Agra Airport",0.0,0.0,
10208,"Augusta, GA: Augusta Regional at Bush Field",154.0,6309.0,GA
10209,"Ciudad del Este, Paraguay: Guarani International",0.0,0.0,
10210,"Aguascalientes, Mexico: Aguascalientes International",0.0,0.0,
10211,"Acarigua, Venezuela: Oswaldo Guevara Mujica",0.0,0.0,
10212,"Agatti Island, India: Agatti Island Airport",0.0,0.0,
10213,"Okinawa, Japan: Naha AB",0.0,0.0,
10214,"Abha, Saudi Arabia: Abha Airport",0.0,0.0,
10215,"Ardmore, OK: Ardmore Downtown Executive",0.0,0.0,
10216,"Athens, GA: Athens/Ben Epps",0.0,0.0,
10217,"Alghero/Sassari, Italy: Alghero",0.0,0.0,
10218,"Ahuas, Honduras: Auas",0.0,0.0,
10219,"Amchitka Island, AK: Amchitka",0.0,0.0,
10220,"Al Hoceima, Morocco: Cherif El Idrissi International",0.0,0.0,
10221,"Alliance, NE: Alliance Municipal",52.0,103.0,NE
10222,"Anita Bay, AK: Anita Bay Airport",0.0,0.0,
10223,"Anderson, IN: Anderson Municipal-Darlington Field",0.0,0.0,
10224,"Aiken, SC: Aiken Regional",0.0,0.0,
10225,"Wainwright, AK: Wainwright Airport",100.0,224.0,AK
10226,"Aitutaki, Cook Islands: Aitutaki Airport",0.0,0.0,
10227,"Atlantic City, NJ: Bader Field",0.0,0.0,
10228,"Lake of the Ozarks, MO: Lee C Fine Memorial",0.0,0.0,
10229,"Ajaccio, France: Ajaccio Napoleon Bonaparte",0.0,0.0,
10230,"Jouf, Saudi Arabia: Al Jouf",0.0,0.0,
10231,"Akjoujt, Mauritania: Akjoujt Airport",0.0,0.0,
10232,"Aizwal, India: Lengpui",0.0,0.0,
10233,"Anjouan, Comoros: Ouani",0.0,0.0,
10234,"Arvidsjaur, Sweden: Arvidsjaur Airport",0.0,0.0,
10235,"Aracaju, Brazil: Santa Maria International",0.0,0.0,
10236,"Agades, Niger: Mano Dayak",0.0,0.0,
10237,"Atka, AK: Atka Airport",11.0,14.0,AK
10238,"Akron, OH: Akron Fulton International",0.0,0.0,
10239,"Kufrah, Libya: Kufra",0.0,0.0,
10241,"Akiak, AK: Akiak Airport",53.0,68.0,AK
10242,"Asahikawa, Japan: Asahikawa Airport",0.0,0.0,
10243,"Akhiok, AK: Akhiok Airport",19.0,9.0,AK
10244,"Auckland, New Zealand: Auckland International",0.0,0.0,
10245,"King Salmon, AK: King Salmon Airport",283.0,1035.0,AK
10246,"Akron, CO: Colorado Plains Regional",0.0,0.0,
10247,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport",55.0,136.0,AK
10248,"Akure, Nigeria: Akure Airport",0.0,0.0,
10249,"Auki, Solomon Islands: Auki Airport",0.0,0.0,
10250,"Akrotiri, Cyprus: Akrotiri Airport",0.0,0.0,
10251,"Aktyubinsk, Kazakhstan: Aktyubinsk Airport",0.0,0.0,
10252,"Sittwe, Burma: Sittwe Airport",0.0,0.0,
10253,"Albertville, AL: Albertville Regional-Thomas J Brumlik Field",0.0,0.0,
10254,"Alabaster, AL: Shelby County",0.0,0.0,
10255,"Huntsville, AL: Huntsville Executive Tom Sharp Jr",0.0,0.0,
10256,"Almaty, Kazakhstan: Almaty Airport",0.0,0.0,
10257,"Albany, NY: Albany International",551.0,28959.0,NY
10258,"Alicante, Spain: Alicante Airport",0.0,0.0,
10259,"Alpine, TX: Alpine Casparis Municipal",0.0,0.0,
10260,"Alta, Norway: Alta Airport",0.0,0.0,
10261,"Algiers, Algeria: Houari Boumediene",0.0,0.0,
10262,"Albany, Australia: Albany Airport",0.0,0.0,
10263,"Alice, TX: Alice International",0.0,0.0,
10264,"Alexander Bay, South Africa: Alexander Bay Airport",0.0,0.0,
10265,"Asela, Ethiopia: Asela Airport",0.0,0.0,
10266,"Alamogordo, NM: Alamogordo White Sands Regional",0.0,0.0,
10267,"Alton, IL: St. Louis Regional",0.0,0.0,
10268,"Waterloo, IA: Waterloo Regional",27.0,352.0,IA
10269,"Aleppo, Syria: Aleppo International",0.0,0.0,
10270,"Alegrete, Brazil: Alegrete Airport",0.0,0.0,
10271,"Alexandra, New Zealand: Alexandra Airport",0.0,0.0,
10272,"Alamosa, CO: San Luis Valley Regional/Bergman Field",106.0,327.0,CO
10273,"Alenquer, Brazil: Alenquer Airport",0.0,0.0,
10274,"Alula, Somalia: Alula Airport",0.0,0.0,
10275,"Walla Walla, WA: Walla Walla Regional",36.0,1217.0,WA
10276,"Alexander City, AL: Thomas C. Russell Field",0.0,0.0,
10277,"Alexandria, Egypt: Alexandria International",0.0,0.0,
10278,"Lazy Bay, AK: Alitak Seaplane Base",15.0,15.0,AK
10279,"Amarillo, TX: Rick Husband Amarillo International",176.0,9880.0,TX
10280,"Ahmedabad, India: Sardar Vallabh Bhai Patel International",0.0,0.0,
10281,"Ama, Papua New Guinea: Ama Airport",0.0,0.0,
10282,"Amboin, Papua New Guinea: Amboin Airport",0.0,0.0,
10283,"Arba Minch, Ethiopia: Arba Minch Airport",0.0,0.0,
10284,"Mataram, Indonesia: Selaparang",0.0,0.0,
10285,"Durango, CO: Animas Air Park",0.0,0.0,
10286,"Puerto Armuelles, Panama: Puerto Armuelles Airport",0.0,0.0,
10287,"Amman, Jordan: Queen Alia International",0.0,0.0,
10288,"Alma, MI: Gratiot Community",0.0,0.0,
10289,"Mao, Chad: Mao Airport",0.0,0.0,
10290,"Ampanihy, Madagascar: Ampanihy Airport",0.0,0.0,
10291,"Ambon, Indonesia: Pattimura",0.0,0.0,
10292,"Amsterdam, Netherlands: Schiphol",0.0,0.0,
10294,"Ames, IA: Ames Municipal",0.0,0.0,
10295,"Ammaroo, Australia: Ammaroo Station",0.0,0.0,
10296,"Ambatomainty, Madagascar: Ambatomainty Airport",0.0,0.0,
10297,"Anaheim, CA: Anaheim-Disneyland HP",0.0,0.0,
10298,"Anniston, AL: Anniston Regional",0.0,0.0,
10299,"Anchorage, AK: Ted Stevens Anchorage International",1153.0,64173.0,AK
10300,"Anderson, SC: Anderson Regional",0.0,0.0,
10301,"Angers, France: Angers Marce",0.0,0.0,
10302,"Antofagasta, Chile: Andres Sabella International",0.0,0.0,
10303,"Angouleme, France: Angouleme Brie Champniers",0.0,0.0,
10304,"Aniak, AK: Aniak Airport",203.0,33.0,AK
10305,"Ankara, Turkey: Etimesgut",0.0,0.0,
10306,"Antalaha, Madagascar: Antsirabato",0.0,0.0,
10307,"Annette, AK: Annette Island",0.0,0.0,
10308,"Angoche, Mozambique: Angoche Airport",0.0,0.0,
10309,"Annapolis, MD: Lee",0.0,0.0,
10310,"Antwerp, Belgium: Deurne",0.0,0.0,
10311,"Andahuaylas, Peru: Andahuaylas Airport",0.0,0.0,
10312,"St. Johns, Antigua and Barbuda: V C Bird International",0.0,0.0,
10313,"Anvik, AK: Anvik Airport",10.0,0.0,AK
10314,"Andeness, Norway: Andoya",0.0,0.0,
10317,"Lima, OH: Lima Allen County",0.0,0.0,
10318,"Ancona, Italy: Ancona Falconara",0.0,0.0,
10319,"Aomori, Japan: Aomori Airport",0.0,0.0,
10320,"Karpathos, Greece: Karpathos Airport",0.0,0.0,
10321,"Paso de Los Libres, Argentina: Paso de Los Libres Airport",0.0,0.0,
10322,"Altoona, PA: Altoona-Blair County",111.0,90.0,PA
10323,"Alor Setar, Malaysia: Sultan Abdul Halim",0.0,0.0,
10324,"Amook Bay, AK: Amook Bay Airport",9.0,9.0,AK
10325,"Denver, CO: Centennial",0.0,0.0,
10326,"Apolo, Bolivia: Apolo Airport",0.0,0.0,
10327,"Napa, CA: Napa County",0.0,0.0,
10328,"San Juan Aposento, Peru: San Juan Aposento Airport",0.0,0.0,
10329,"Naples, FL: Naples Municipal",0.0,0.0,
10330,"Aberdeen, MD: Phillips AAF",0.0,0.0,
10331,"Apataki, French Polynesia: Apataki Airport",0.0,0.0,
10332,"Nampula, Mozambique: Nampula Airport",0.0,0.0,
10333,"Alpena, MI: Alpena County Regional",31.0,146.0,MI
10334,"Apartado, Colombia: Apartado Airport",0.0,0.0,
10335,"April River, Papua New Guinea: April River Airport",0.0,0.0,
10336,"Jasper, TN: Marion County Brown Field",0.0,0.0,
10337,"Apple Valley, CA: Apple Valley Airport",0.0,0.0,
10338,"Apia, Samoa: Faleolo International",0.0,0.0,
10339,"Qaisumah, Saudi Arabia: Hafr Al Batin",0.0,0.0,
10340,"Aqaba, Jordan: King Hussein International",0.0,0.0,
10342,"Arequipa, Peru: Rodriguez Ballon International",0.0,0.0,
10343,"Saqani, Fiji: Saqani Airport",0.0,0.0,
10344,"Girdwood, AK: Girdwood Airport",0.0,0.0,
10345,"Russellville, AR: Russellville Regional",0.0,0.0,
10346,"Conway, AR: Dennis F Cantrell Field",0.0,0.0,
10347,"New Iberia, LA: Acadiana Regional",0.0,0.0,
10348,"Ann Arbor, MI: Ann Arbor Municipal",0.0,0.0,
10349,"Arctic Village, AK: Arctic Village Airport",37.0,64.0,AK
10350,"Alor, Indonesia: Arcadia Municipal",0.0,0.0,
10351,"Arecibo, PR: Antonio/Nery/Juarbe Pol",0.0,0.0,
10352,"Walnut Ridge, AR: Walnut Ridge Regional",0.0,0.0,
10353,"Arkhangelsk, Russia: Talagi",0.0,0.0,
10354,"Arica, Chile: Chacalluta",0.0,0.0,
10355,"Arusha, Tanzania: Arusha Airport",0.0,0.0,
10356,"Armidale, Australia: Armidale Airport",0.0,0.0,
10357,"Stockholm, Sweden: Arlanda",0.0,0.0,
10358,"Aragip, Papua New Guinea: Aragip Airport",0.0,0.0,
10359,"Arauquita, Colombia: Arauquita Airport",0.0,0.0,
10360,"Aragarcas, Brazil: Aragarcas Airport",0.0,0.0,
10361,"Watertown, NY: Watertown International",25.0,459.0,NY
10362,"Aracatuba, Brazil: Aracatuba Airport",0.0,0.0,
10363,"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field",0.0,0.0,
10364,"Arad, Romania: Arad International",0.0,0.0,
10365,"Asbury Park, NJ: Asbury Park/Monmouth County",0.0,0.0,
10366,"Ararat, Australia: Ararat Airport",0.0,0.0,
10367,"N'zeto, Angola: N'zeto Airport",0.0,0.0,
10368,"Assab, Eritrea: Assab International",0.0,0.0,
10369,"Ashgabat, Turkmenistan: Ashgabat Airport",0.0,0.0,
10370,"Ascension, Bolivia: Ascension Airport",0.0,0.0,
10371,"Andros Town, The Bahamas: Andros Town International",0.0,0.0,
10372,"Aspen, CO: Aspen Pitkin County Sardy Field",106.0,3770.0,CO
10373,"Ashburton, New Zealand: Ashburton Airport",0.0,0.0,
10374,"Nashua, NH: Boire Field",0.0,0.0,
10375,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha: Ascension Aux Af",0.0,0.0,
10376,"Amami O Shima, Japan: Amami",0.0,0.0,
10377,"Yamoussoukro, Cote d'Ivoire: Yamoussoukro Airport",0.0,0.0,
10378,"Marshall, TX: Harrison County",0.0,0.0,
10379,"Asmara, Eritrea: Asmara International",0.0,0.0,
10380,"Talladega, AL: Talladega Municipal",0.0,0.0,
10381,"Asosa, Ethiopia: Asosa Hidase",0.0,0.0,
10382,"Alice Springs, Australia: Alice Springs Airport",0.0,0.0,
10383,"Austin, NV: Austin Airport",0.0,0.0,
10384,"Kayseri, Turkey: Kayseri Airport",0.0,0.0,
10385,"Astoria/Seaside, OR: Astoria Regional",0.0,0.0,
10386,"Asuncion, Paraguay: Silvio Pettirossi International",0.0,0.0,
10387,"Aswan, Egypt: Aswan International",0.0,0.0,
10388,"Ashland, WI: John F Kennedy Memorial",0.0,0.0,
10389,"Ashley, ND: Ashley Municipal",0.0,0.0,
10390,"Anta, Peru: Anta Huaraz",0.0,0.0,
10391,"Atbara, Sudan: Atbara Airport",0.0,0.0,
10392,"Arthur's Town, The Bahamas: Arthur's Town Airport",0.0,0.0,
10393,"Antlers, OK: Antlers Municipal",0.0,0.0,
10394,"Athens, Greece: Eleftherios Venizelos International",0.0,0.0,
10395,"Artigas, Uruguay: Artigas International",0.0,0.0,
10396,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial",58.0,195.0,AK
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10912.0,730727.0,GA
10398,"Altamira, Brazil: Altamira Airport",0.0,0.0,
10399,"Namatanai, Papua New Guinea: Namatanai Airport",0.0,0.0,
10400,"Athens, OH: Ohio University",0.0,0.0,
10401,"Aitape, Papua New Guinea: Aitape Airport",0.0,0.0,
10402,"Amritsar, India: Amritsar International",0.0,0.0,
10403,"Atar, Mauritania: Atar Airport",0.0,0.0,
10404,"Artesia, NM: Artesia Municipal",0.0,0.0,
10405,"Atmautluak, AK: Atmautluak Airport",97.0,102.0,AK
10406,"Attu, AK: Casco Cove CGS",0.0,0.0,
10407,"Ati, Chad: Ati Airport",0.0,0.0,
10408,"Appleton, WI: Appleton International",191.0,8397.0,WI
10409,"Watertown, SD: Watertown Regional",30.0,287.0,SD
10410,"Assiut, Egypt: Assiut Airport",0.0,0.0,
10411,"Aruba, Aruba: Reina Beatrix International",0.0,0.0,
10412,"Arauca, Colombia: Santiago Perez",0.0,0.0,
10413,"Augustus Downs, Australia: Augustus Downs Airport",0.0,0.0,
10414,"Augusta/Waterville, ME: Augusta State",121.0,73.0,ME
10415,"Abu Dhabi, United Arab Emirates: Abu Dhabi International",0.0,0.0,
10416,"Alakanuk, AK: Alakanuk Airport",149.0,113.0,AK
10417,"Austin/Albert Lea, MN: Austin Municipal",0.0,0.0,
10418,"Auburn, CA: Auburn Municipal",0.0,0.0,
10419,"Auburn, AL: Auburn University Regional",0.0,0.0,
10420,"Aguan, Papua New Guinea: Aguan Papua N.G.",0.0,0.0,
10421,"Atuona, French Polynesia: Hiva Oa/Atuona",0.0,0.0,
10422,"Aurillac, France: Aurillac Airport",0.0,0.0,
10423,"Austin, TX: Austin - Bergstrom International",1864.0,148351.0,TX
10424,"Wausau, WI: Wausau Downtown",0.0,0.0,
10425,"Araguaina, Brazil: Araguaina Airport",0.0,0.0,
10426,"Aneityum, Vanuatu: Aneityum Airport",0.0,0.0,
10427,"Aurora, IL: Aurora Municipal",0.0,0.0,
10428,"Aviano, Italy: Aviano AB",0.0,0.0,
10430,"Ciego de Avila, Cuba: Maximo Gomez",0.0,0.0,
10431,"Asheville, NC: Asheville Regional",363.0,21340.0,NC
10432,"Avignon, France: Avignon Caumont",0.0,0.0,
10433,"Avon Park, FL: Avon Park Executive",0.0,0.0,
10434,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",135.0,5419.0,PA
10435,"Avalon, Australia: Avalon Airport",0.0,0.0,
10436,"Tucson, AZ: Marana Regional",0.0,0.0,
10437,"Avalon, CA: Catalina",0.0,0.0,
10438,"Awasa, Ethiopia: Lake Awasa",0.0,0.0,
10439,"Wake Island, TT: Wake Island Airfield",0.0,0.0,
10440,"West Memphis, AR: West Memphis Municipal",0.0,0.0,
10441,"Awar, Papua New Guinea: Awar Airport",0.0,0.0,
