ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,hub_cat,diff,pct_change,change_category,total_2019,total_2020,total_2021,total_2022,diff_2022,change_type,total_50s_2019,pct_50_2019,total_50s_2022,pct_50_2022,Latitude,Longitude
11996,GSP,SC,Greenville-Spartanburg International,Greer,1-5 million,no,S,loss,-22.1,at least -20%,17916,10558,13594,13953,359,more,4474,24.97209198,1316,9.431663442,34.8959008,-82.2172338
12003,GTF,MT,Great Falls International,Great Falls,100k-1 million,no,N,loss,-27.0,at least -20%,3141,2335,3053,2294,-759,less,1878,59.78987584,934,40.71490846,47.5052849,-111.3007715
12007,GTR,MS,Golden Triangle Regional,Columbus,10k-100k,no,N,loss,-14.3,at least -10%,1188,891,995,1018,23,more,1188,100.0,1015,99.70530452,33.4515977,-88.5875147
12012,GUC,CO,Gunnison-Crested Butte Regional,Gunnison,10k-100k,no,N,gain,24.7,at least 20%,787,670,903,981,78,more,531,67.47141042,0,0.0,38.8697146,-106.9878231
12094,HDN,CO,Yampa Valley,Hayden,100k-1 million,no,N,gain,42.4,at least 30%,1731,1550,2463,2465,2,more,854,49.33564414,15,0.60851927,40.4847488,-107.2197265
12119,HGR,MD,Hagerstown Regional-Richard A. Henson Field,Hagerstown,10k-100k,no,N,loss,-81.8,at least -30%,1159,164,178,211,33,more,0,0.0,0,0.0,39.6417629,-77.7199932
12124,HHH,SC,Hilton Head Airport,Hilton Head,100k-1 million,no,N,gain,0.1,less than 10%,2182,1957,4053,2184,-1869,less,0,0.0,0,0.0,32.2248476,-80.6971648
12129,HIB,MN,Range Regional,Hibbing,10k-100k,yes,N,gain,2.1,less than 10%,627,586,632,640,8,more,627,100.0,638,99.6875,47.39257,-92.84258
12156,HLN,MT,Helena Regional,Helena,100k-1 million,no,N,loss,-35.3,at least -30%,2436,1580,1712,1576,-136,less,1357,55.70607553,473,30.01269036,46.60978,-111.99023
12177,HOB,NM,Lea County Regional,Hobbs,10k-100k,no,N,loss,-23.1,at least -20%,740,385,417,569,152,more,740,100.0,569,100.0,32.8968816,-103.3587288
12191,HOU,TX,William P Hobby,Houston,more than 5 million,no,M,loss,-15.4,at least -10%,58673,39468,47183,49666,2483,more,324,0.552213113,28,0.056376596,29.64782,-95.27694
12197,HPN,NY,Westchester County,White Plains,100k-1 million,no,S,gain,1.5,less than 10%,14247,5295,8814,14454,5640,more,2802,19.66729838,1010,6.98768507,41.1220194,-73.7948516
12206,HRL,TX,Valley International,Harlingen/San Benito,100k-1 million,no,S,gain,4.4,less than 10%,4499,3049,3920,4695,775,more,1503,33.40742387,996,21.21405751,26.22376,-97.66235
12217,HSV,AL,Huntsville International-Carl T Jones Field,Huntsville,100k-1 million,no,S,loss,-19.7,at least -10%,11460,6791,8777,9207,430,more,2825,24.65095986,1950,21.17953731,34.6376902,-86.7768273
12223,HTS,WV,Tri-State/Milton J. Ferguson Field,Ashland,100k-1 million,no,N,loss,-28.5,at least -20%,1564,1002,1300,1119,-181,less,1052,67.26342711,711,63.53887399,38.3695,-82.55575
12244,HVN,CT,Tweed New Haven,New Haven,10k-100k,no,N,gain,166.5,at least 30%,1071,352,382,2854,2472,more,343,32.02614379,0,0.0,41.2634247,-72.8863876
12250,HYA,MA,Cape Cod Gateway,Hyannis,10k-100k,no,N,loss,-53.3,at least -30%,5937,3688,4574,2774,-1800,less,0,0.0,0,0.0,41.6673379,-70.2847445
12255,HYS,KS,Hays Regional,Hays,10k-100k,yes,N,loss,-43.1,at least -30%,1199,813,612,682,70,more,1199,100.0,682,100.0,38.85406,-99.27376
12264,IAD,VA,Washington Dulles International,Washington,more than 5 million,no,L,loss,-18.1,at least -10%,92585,54249,77576,75817,-1759,less,27779,30.00378031,14321,18.88890354,38.9522765,-77.457881
12265,IAG,NY,Niagara Falls International,Niagara Falls,100k-1 million,no,N,loss,-53.6,at least -30%,836,482,378,388,10,more,0,0.0,0,0.0,43.1085782,-78.9471144
12266,IAH,TX,George Bush Intercontinental/Houston,Houston,more than 5 million,no,L,loss,-17.4,at least -10%,178839,101074,150876,147799,-3077,less,36306,20.30094107,28256,19.11785601,29.9902199,-95.3367827
12278,ICT,KS,Wichita Dwight D Eisenhower National,Wichita,100k-1 million,no,S,loss,-16.2,at least -10%,11688,7922,9478,9800,322,more,4633,39.63894593,2941,30.01020408,37.6493358,-97.4273206
12280,IDA,ID,Idaho Falls Regional,Idaho Falls,100k-1 million,no,N,gain,60.7,at least 30%,2894,2221,3956,4652,696,more,1751,60.50449205,483,10.38263113,43.4926607,-112.0407584
12323,ILM,NC,Wilmington International,Wilmington,100k-1 million,no,S,loss,-8.6,less than -10%,8902,5521,7544,8137,593,more,4413,49.57312963,1205,14.80889763,34.2670855,-77.9104974
12335,IMT,MI,Ford,Iron Mountain/Kingsfd,10k-100k,yes,N,gain,8.1,less than 10%,664,697,727,718,-9,less,664,100.0,718,100.0,45.81515,-88.11853
12339,IND,IN,Indianapolis International,Indianapolis,1-5 million,no,M,loss,-19.3,at least -10%,51266,29706,37353,41388,4035,more,7057,13.76545859,1284,3.102348507,39.7204576,-86.2937007
12343,INL,MN,Falls International Einarson Field,International Falls,10k-100k,yes,,loss,-13.2,at least -10%,646,582,622,561,-61,less,645,99.84520124,560,99.82174688,48.56654,-93.39765
12365,IPT,PA,Williamsport Regional,Williamsport,10k-100k,no,,loss,-100.0,at least -30%,701,296,205,0,-205,less,701,100.0,0,0.0,41.2411897,-77.0010786
12391,ISP,NY,Long Island MacArthur,Islip,100k-1 million,no,S,loss,-19.2,at least -10%,6345,3382,4898,5128,230,more,866,13.64854216,440,8.580343214,40.7956382,-73.0987574
12397,ITH,NY,Ithaca Tompkins International,Ithaca/Cortland,100k-1 million,no,N,loss,-51.2,at least -30%,2901,1345,1503,1417,-86,less,2893,99.72423302,678,47.84756528,42.4439614,-76.5018807
12441,JAC,WY,Jackson Hole,Jackson,100k-1 million,no,S,loss,-0.8,less than -10%,4743,3849,6395,4703,-1692,less,0,0.0,1,0.021263024,43.612255,-110.7054295
12448,JAN,MS,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,100k-1 million,no,S,gain,2.7,less than 10%,8378,5010,8176,8607,431,more,2555,30.49653855,1310,15.22016963,32.3122283,-90.0764217
12451,JAX,FL,Jacksonville International,Jacksonville,1-5 million,no,M,loss,-17.5,at least -10%,35091,17504,24914,28934,4020,more,3191,9.093499758,341,1.178544273,30.4938673,-81.6906708
12478,JFK,NY,John F. Kennedy International,New York,more than 5 million,no,L,gain,5.2,less than 10%,125900,54047,82201,132508,50307,more,10370,8.23669579,3,0.002264014,40.6433507,-73.7889689
12511,JLN,MO,Joplin Regional,Joplin,10k-100k,no,N,loss,-52.9,at least -30%,1336,834,795,629,-166,less,904,67.66467066,629,100.0,37.0847269,-94.241987
12519,JMS,ND,Jamestown Regional,Jamestown,10k-100k,yes,N,loss,-24.6,at least -20%,932,878,973,703,-270,less,932,100.0,703,100.0,46.92649,-98.6791
12544,USA,NC,Concord Padgett Regional,Concord,100k-1 million,no,N,loss,-39.1,at least -30%,1357,898,1212,826,-386,less,1,0.073691968,0,0.0,35.3804095,-80.7141408
12884,LAN,MI,Capital Region International,Lansing,100k-1 million,no,N,loss,-50.9,at least -30%,3932,2085,2475,1931,-544,less,3459,87.97049847,1573,81.46038322,42.77529,-84.59021
12888,LAR,WY,Laramie Regional,Laramie,10k-100k,yes,N,loss,-2.0,less than -10%,598,566,616,586,-30,less,596,99.66555184,584,99.65870307,41.3113669,-105.5911007
12889,LAS,NV,Harry Reid International,Las Vegas,more than 5 million,no,L,gain,3.1,less than 10%,169233,106168,140775,174475,33700,more,727,0.429585246,2,0.001146296,36.0839998,-115.1537389
12891,LAW,OK,Lawton-Fort Sill Regional,Lawton/Fort Sill,10k-100k,no,N,loss,-13.9,at least -10%,1298,754,1135,1118,-17,less,603,46.45608629,777,69.49910555,34.6497113,-98.4226287
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,L,loss,-23.3,at least -20%,249333,128656,175173,191194,16021,more,9584,3.843855406,4170,2.181030785,34.0522342,-118.2436849
12896,LBB,TX,Lubbock Preston Smith International,Lubbock,100k-1 million,no,S,loss,-16.8,at least -10%,7405,4790,5818,6164,346,more,1768,23.87575962,1283,20.81440623,33.6565685,-101.8222599
12898,LBE,PA,Arnold Palmer Regional,Latrobe,100k-1 million,no,N,loss,-19.7,at least -10%,1094,671,1011,878,-133,less,0,0.0,0,0.0,40.2723716,-79.4055182
12899,LBF,NE,North Platte Regional Airport Lee Bird Field,North Platte,10k-100k,yes,N,gain,7.0,less than 10%,602,695,626,644,18,more,601,99.83388704,642,99.68944099,41.1326828,-100.6979522
12902,LBL,KS,Liberal Mid-America Regional,Liberal,less than 10k,yes,,loss,-1.3,less than -10%,614,567,599,606,7,more,612,99.6742671,606,100.0,37.0439061,-100.962346
12915,LCH,LA,Lake Charles Regional,Lake Charles,10k-100k,no,N,loss,-11.2,at least -10%,1952,1229,1732,1733,1,more,1949,99.84631148,1298,74.89901904,30.2265949,-93.2173758
12917,LCK,OH,Rickenbacker International,Columbus,100k-1 million,no,N,loss,-6.3,less than -10%,1030,923,1122,965,-157,less,0,0.0,0,0.0,39.8173811,-82.9358462
12932,LEB,NH,Lebanon Municipal,Lebanon-Hanover,10k-100k,yes,,loss,-0.6,less than -10%,2048,2016,2050,2035,-15,less,0,0.0,0,0.0,43.62511,-72.30861
12945,LEX,KY,Blue Grass,Lexington,100k-1 million,no,S,loss,-27.0,at least -20%,12268,7235,8596,8954,358,more,4951,40.35702641,3116,34.80008935,38.03751,-84.60351
12951,LFT,LA,Lafayette Regional Paul Fournet Field,Lafayette,100k-1 million,no,N,loss,-3.5,less than -10%,5104,3408,4762,4923,161,more,2845,55.74059561,2814,57.16026813,30.2240897,-92.0198427
12953,LGA,NY,LaGuardia,New York,more than 5 million,no,L,loss,-2.9,less than -10%,167083,63593,86431,162197,75766,more,19388,11.60381367,7,0.00431574,40.7769271,-73.8739659
12954,LGB,CA,Long Beach Airport,Long Beach,1-5 million,no,S,loss,-4.1,less than -10%,15975,8192,11945,15327,3382,more,0,0.0,0,0.0,33.8161655,-118.1512518
12992,LIT,AR,Bill and Hillary Clinton Nat Adams Field,Little Rock,1-5 million,no,S,loss,-18.8,at least -10%,15137,8856,11727,12287,560,more,3441,22.73237762,2726,22.1860503,34.7307049,-92.2216531
13002,LKE,WA,Lake Union Terminal,Seattle,10k-100k,no,,loss,-28.8,at least -20%,3652,1286,2400,2600,200,more,0,0.0,0,0.0,47.63065,-122.33965
13029,LNK,NE,Lincoln Airport,Lincoln,100k-1 million,no,N,loss,-41.9,at least -30%,3678,1786,2303,2138,-165,less,3182,86.51441001,1937,90.59869036,40.8485424,-96.7603024
13061,LRD,TX,Laredo International,Laredo,10k-100k,no,N,loss,-19.8,at least -10%,2643,1547,2199,2120,-79,less,1817,68.74763526,1253,59.10377358,27.5035613,-99.5075519
13076,LSE,WI,La Crosse Regional,La Crosse,10k-100k,no,N,loss,-35.0,at least -30%,2151,1485,2100,1398,-702,less,1587,73.77963738,1257,89.91416309,43.8137751,-91.2519017
13121,LWB,WV,Greenbrier Valley,Lewisburg,10k-100k,yes,N,loss,-4.1,less than -10%,636,554,656,610,-46,less,636,100.0,610,100.0,38.0198478,-80.543845
13127,LWS,ID,Lewiston Nez Perce County,Lewiston,10k-100k,no,N,gain,3.4,less than 10%,993,694,1008,1027,19,more,982,98.89224572,928,90.36027264,46.4004089,-117.0011889
13139,LYH,VA,Lynchburg Regional/Preston Glenn Field,Lynchburg,10k-100k,no,N,loss,-18.3,at least -10%,2146,1289,1728,1753,25,more,1269,59.1332712,1543,88.02053622,37.3254785,-79.2014774
13158,MAF,TX,Midland International Air and Space Port,Midland/Odessa,100k-1 million,no,S,loss,-10.4,at least -10%,9775,6156,7731,8762,1031,more,748,7.652173913,679,7.749372289,31.9417386,-102.2047497
13184,MBS,MI,MBS International,Saginaw/Bay City/Midland,100k-1 million,no,N,loss,-44.8,at least -30%,2935,1747,1770,1621,-149,less,2022,68.89267462,1487,91.73349784,43.5386272,-84.0821024
13198,MCI,MO,Kansas City International,Kansas City,more than 5 million,no,M,loss,-20.5,at least -20%,55040,30786,37446,43743,6297,more,761,1.382630814,34,0.077726722,39.3013676,-94.7104539
13203,MCN,GA,Middle Georgia Regional,Macon,10k-100k,yes,N,loss,-19.0,at least -10%,743,626,654,602,-52,less,650,87.48317631,593,98.50498339,32.1574351,-82.907123
13204,MCO,FL,Orlando International,Orlando,more than 5 million,no,L,gain,0.9,less than 10%,144337,92723,133612,145614,12002,more,9,0.006235407,0,0.0,28.4311443,-81.3079041
13230,MDT,PA,Harrisburg International,Harrisburg,100k-1 million,no,S,loss,-25.7,at least -20%,11375,7177,8940,8455,-485,less,5551,48.8,3233,38.23772915,40.1942375,-76.7576672
13232,MDW,IL,Chicago Midway International,Chicago,more than 5 million,no,L,loss,-8.2,less than -10%,81023,54809,62893,74349,11456,more,21,0.025918566,3,0.004035024,41.786477,-87.7508356
13241,MEI,MS,Key Field,Meridian,10k-100k,yes,N,loss,-17.4,at least -10%,952,611,602,786,184,more,935,98.21428571,785,99.87277354,32.333547,-88.7451526
13244,MEM,TN,Memphis International,Memphis,1-5 million,no,M,loss,-23.2,at least -20%,28364,16336,20716,21787,1071,more,4253,14.99435905,757,3.474549043,35.0471162,-89.9814413
13256,MFE,TX,McAllen Miller International,Mission/McAllen/Edinburg,100k-1 million,no,S,loss,-19.6,at least -10%,5465,3272,4731,4393,-338,less,1074,19.65233303,715,16.27589347,26.1770587,-98.2391389
13264,MFR,OR,Rogue Valley International - Medford,Medford,100k-1 million,no,S,loss,-13.0,at least -10%,8931,6147,8050,7772,-278,less,1949,21.82286418,872,11.21976325,42.3684768,-122.8740386
13277,MGM,AL,Montgomery Regional,Montgomery,100k-1 million,no,N,loss,-29.7,at least -20%,4679,2856,3609,3289,-320,less,4153,88.75828168,2216,67.37610216,32.3792233,-86.3077368
13290,MHK,KS,Manhattan Regional,Manhattan/Ft. Riley,10k-100k,no,N,loss,-12.3,at least -10%,1931,900,1421,1694,273,more,1156,59.86535474,828,48.87839433,40.7830603,-73.9712488
13296,MHT,NH,Manchester Boston Regional,Manchester,100k-1 million,no,S,loss,-32.1,at least -30%,10869,5803,6263,7378,1115,more,2270,20.88508602,724,9.812957441,42.929687,-71.4352177
13303,MIA,FL,Miami International,Miami,more than 5 million,no,L,gain,17.9,at least 10%,88522,54027,91082,104355,13273,more,12012,13.56950814,0,0.0,25.7951459,-80.2795092
13342,MKE,WI,General Mitchell International,Milwaukee,1-5 million,no,M,loss,-23.4,at least -20%,34769,20446,25461,26621,1160,more,5490,15.78992781,2517,9.454941587,42.9438438,-87.9008518
13344,MKG,MI,Muskegon County,Muskegon,10k-100k,yes,N,gain,8.3,less than 10%,696,602,705,754,49,more,683,98.13218391,443,58.75331565,43.18949,-86.23829
13360,MLB,FL,Melbourne Orlando International,Melbourne,100k-1 million,no,N,loss,-7.3,less than -10%,2670,1978,2630,2476,-154,less,23,0.861423221,5,0.201938611,28.1012659,-80.645078
13367,MLI,IL,Quad Cities International,Moline,100k-1 million,no,N,loss,-33.4,at least -30%,6587,3705,4336,4385,49,more,4212,63.94413238,2226,50.76396807,41.4496341,-90.5082706
13377,MLU,LA,Monroe Regional,Monroe,100k-1 million,no,N,loss,-31.7,at least -30%,2911,2049,2434,1989,-445,less,2357,80.96873926,1320,66.36500754,32.51035,-92.04361
13388,MMH,CA,Mammoth Lakes Airport,Mammoth Lakes,10k-100k,no,,loss,-17.0,at least -10%,452,201,32,375,343,more,0,0.0,0,0.0,37.6272621,-118.8418045
13422,MOB,AL,Mobile Regional,Mobile,100k-1 million,no,N,loss,-30.1,at least -30%,6717,4361,5184,4696,-488,less,4768,70.98407027,2347,49.97870528,30.6924859,-88.2455489
13433,MOT,ND,Minot International,Minot,100k-1 million,no,N,loss,-22.3,at least -20%,2866,2172,2763,2228,-535,less,1932,67.41102582,882,39.58707361,48.2556712,-101.2882265
13459,MQT,MI,Sawyer International,Marquette,10k-100k,no,N,loss,-23.0,at least -20%,1378,1073,1456,1061,-395,less,1016,73.73004354,1031,97.17247879,46.3497439,-87.3873273
13476,MRY,CA,Monterey Regional,Monterey,100k-1 million,no,N,loss,-13.7,at least -10%,4758,2496,3613,4108,495,more,2232,46.91046658,1351,32.88704966,36.5871457,-121.8462322
13485,MSN,WI,Dane County Regional-Truax Field,Madison,1-5 million,no,S,loss,-26.7,at least -20%,16039,9085,10908,11758,850,more,3208,20.00124696,1594,13.55672733,43.1388867,-89.336925
13486,MSO,MT,Missoula Montana,Missoula,100k-1 million,no,S,loss,-19.2,at least -10%,5838,4321,5977,4716,-1261,less,1012,17.33470367,145,3.074639525,46.8721284,-113.9940314
13487,MSP,MN,Minneapolis-St Paul International,Minneapolis,more than 5 million,no,L,loss,-25.1,at least -20%,171588,103368,130128,128527,-1601,less,24063,14.02370795,12401,9.648556334,44.9374831,-93.2009998
13495,MSY,LA,Louis Armstrong New Orleans International,New Orleans,more than 5 million,no,M,loss,-16.5,at least -10%,57575,30390,36557,48052,11495,more,27,0.046895354,11,0.022891867,29.9510658,-90.0715323
13502,MTJ,CO,Montrose Regional,Montrose/Delta,100k-1 million,no,N,loss,-0.1,less than -10%,2987,2089,3058,2983,-75,less,939,31.43622364,54,1.810258129,38.4783198,-107.8761738
13541,MVY,MA,Martha's Vineyard Airport,Martha's Vineyard,10k-100k,no,N,loss,-0.8,less than -10%,4403,2560,4652,4367,-285,less,56,1.271860095,0,0.0,41.3892707,-70.6122055
13543,MWA,IL,Veterans Airport of Southern Illinois,Marion/Herrin,10k-100k,yes,N,loss,-7.2,less than -10%,1849,1904,1852,1716,-136,less,0,0.0,0,0.0,37.7471237,-89.011177
13577,MYR,SC,Myrtle Beach International,Myrtle Beach,1-5 million,no,S,gain,38.5,at least 30%,11932,7782,16729,16521,-208,less,314,2.631578947,165,0.998728891,33.6890603,-78.8866943
16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma,10k-100k,no,N,loss,-14.5,at least -10%,1932,1322,1965,1651,-314,less,13,0.672877847,0,0.0,32.6685512,-114.5991383
13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune,100k-1 million,no,N,loss,-29.6,at least -20%,3381,2545,3144,2379,-765,less,1397,41.31913635,903,37.95712484,34.8290359,-77.6069458
13796,OAK,CA,Metro Oakland International,Oakland,more than 5 million,no,M,loss,-13.4,at least -10%,54425,29785,35222,47125,11903,more,1014,1.863114378,385,0.816976127,37.7122634,-122.2137347
13829,OGD,UT,Ogden-Hinckley,Ogden,10k-100k,no,N,loss,-13.9,at least -10%,108,87,250,93,-157,less,1,0.925925926,1,1.075268817,41.1934018,-112.0088619
13832,OGS,NY,Ogdensburg International,Ogdensburg,10k-100k,yes,N,loss,-36.7,at least -30%,833,610,611,527,-84,less,397,47.65906363,527,100.0,44.6820927,-75.4768298
13851,OKC,OK,Will Rogers World,Oklahoma City,1-5 million,no,S,loss,-18.7,at least -10%,25834,15885,19826,20994,1168,more,1962,7.594642719,1958,9.326474231,35.3954661,-97.5962409
13871,OMA,NE,Eppley Airfield,Omaha,1-5 million,no,M,loss,-20.6,at least -20%,27104,16562,20897,21511,614,more,1444,5.327626919,379,1.761889266,41.3014753,-95.8945207
13891,ONT,CA,Ontario International,Ontario,1-5 million,no,M,gain,1.4,less than 10%,23030,15516,20054,23354,3300,more,1285,5.57967868,752,3.220005138,34.0559976,-117.5980922
13930,ORD,IL,Chicago O'Hare International,Chicago,more than 5 million,no,L,loss,-25.7,at least -20%,392793,215965,285802,291702,5900,more,122896,31.28772661,67913,23.28163674,41.9802412,-87.9089846
13931,ORF,VA,Norfolk International,Norfolk,1-5 million,no,M,loss,-13.3,at least -10%,26628,14304,19318,23076,3758,more,8703,32.68364128,738,3.198127925,36.8958222,-76.2000054
13933,ORH,MA,Worcester Regional,Worcester,10k-100k,no,N,loss,-2.9,less than -10%,1666,635,360,1618,1258,more,594,35.6542617,2,0.123609394,42.2680093,-71.876337
13964,OTH,OR,Southwest Oregon Regional,North Bend/Coos Bay,10k-100k,no,N,loss,-8.8,less than -10%,364,294,328,332,4,more,330,90.65934066,93,28.01204819,43.4159682,-124.2454791
13983,OWB,KY,Owensboro Daviess County Regional,Owensboro,10k-100k,yes,N,loss,-6.0,less than -10%,1164,1179,1159,1094,-65,less,0,0.0,0,0.0,37.7719074,-87.1111676
14004,PAE,WA,Snohomish County,Everett,100k-1 million,no,N,loss,-39.0,at least -30%,6929,2727,2131,4229,2098,more,0,0.0,0,0.0,48.0329979,-121.8339472
14006,PAH,KY,Barkley Regional,Paducah,10k-100k,yes,N,loss,-35.8,at least -30%,1239,650,700,796,96,more,1239,100.0,795,99.87437186,37.0612439,-88.7675112
14025,PBG,NY,Plattsburgh International,Plattsburgh,100k-1 million,yes,N,loss,-28.8,at least -20%,1345,966,783,957,174,more,617,45.87360595,538,56.21734587,44.6520597,-73.4679203
14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach,1-5 million,no,M,loss,-8.6,less than -10%,26806,15918,21796,24498,2702,more,10,0.037305081,1,0.004081966,26.6857475,-80.0928165
14057,PDX,OR,Portland International,Portland,more than 5 million,no,M,loss,-32.4,at least -30%,88227,49717,56625,59640,3015,more,17,0.019268478,0,0.0,45.5882665,-122.5943981
14081,PGA,AZ,Page Municipal,Page,10k-100k,yes,N,loss,-16.9,at least -10%,704,560,586,585,-1,less,704,100.0,585,100.0,36.9244374,-111.451092
14082,PGD,FL,Punta Gorda Airport,Punta Gorda,100k-1 million,no,S,gain,11.2,at least 10%,5337,5143,5876,5935,59,more,0,0.0,0,0.0,26.9197334,-81.9959802
14092,PGV,NC,Pitt Greenville,Greenville,10k-100k,no,N,loss,-47.0,at least -30%,1484,683,907,786,-121,less,1484,100.0,744,94.65648855,35.612661,-77.3663538
14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg,100k-1 million,no,N,loss,-56.8,at least -30%,3938,1993,1903,1700,-203,less,1875,47.61300152,1185,69.70588235,37.1302795,-76.5025939
14100,PHL,PA,Philadelphia International,Philadelphia,more than 5 million,no,L,loss,-33.5,at least -30%,153660,85267,102108,102226,118,more,42007,27.33762853,15914,15.56746816,39.8730895,-75.243698
14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix,more than 5 million,no,L,loss,-7.3,less than -10%,179345,119729,161978,166309,4331,more,1694,0.944548217,648,0.389636159,33.435249,-112.010124
14108,PIA,IL,General Downing - Peoria International,Peoria,100k-1 million,no,N,loss,-35.8,at least -30%,5873,3722,3441,3771,330,more,3812,64.90720245,1452,38.5043755,40.6936488,-89.5889864
14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,10k-100k,yes,N,loss,-4.9,less than -10%,694,586,606,660,54,more,664,95.67723343,659,99.84848485,31.468239,-89.335421
14112,PIE,FL,St Pete Clearwater International,St. Petersburg,1-5 million,no,S,loss,-0.5,less than -10%,7697,6302,7485,7661,176,more,0,0.0,0,0.0,27.9065335,-82.6906849
14113,PIH,ID,Pocatello Regional,Pocatello,10k-100k,no,N,loss,-66.7,at least -30%,1101,855,945,367,-578,less,1083,98.36512262,364,99.18256131,42.8621042,-112.4506191
14120,PIR,SD,Pierre Regional,Pierre,10k-100k,yes,N,loss,-2.2,less than -10%,631,584,910,617,-293,less,630,99.84152139,565,91.57212318,44.38325,-100.29729
14122,PIT,PA,Pittsburgh International,Pittsburgh,1-5 million,no,M,loss,-23.9,at least -20%,57617,33878,38192,43820,5628,more,2693,4.673967753,331,0.755362848,40.4928542,-80.2372941
14150,PLN,MI,Pellston Regional Airport of Emmet County,Pellston,10k-100k,yes,N,loss,-30.8,at least -30%,1060,907,898,733,-165,less,1057,99.71698113,720,98.22646658,45.5714903,-84.7861834
14193,PNS,FL,Pensacola International,Pensacola,1-5 million,no,S,loss,-14.4,at least -10%,14173,9929,14916,12139,-2777,less,1890,13.33521485,761,6.269050169,30.4717475,-87.1846624
14231,PQI,ME,Presque Isle International,Presque Isle/Houlton,10k-100k,yes,N,gain,1.9,less than 10%,568,403,536,579,43,more,568,100.0,0,0.0,46.69233,-68.04522
14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott,10k-100k,yes,N,loss,-0.1,less than -10%,730,690,971,729,-242,less,728,99.7260274,729,100.0,34.6501415,-112.4282583
14252,PSC,WA,Tri Cities,Pasco/Kennewick/Richland,100k-1 million,no,S,loss,-14.1,at least -10%,6975,4558,5944,5991,47,more,1292,18.52329749,960,16.02403605,46.2349999,-119.2233014
14259,PSM,NH,Portsmouth International at Pease,Portsmouth,10k-100k,no,N,loss,-13.5,at least -10%,422,280,331,365,34,more,0,0.0,0,0.0,43.0880873,-70.8086121
14262,PSP,CA,Palm Springs International,Palm Springs,1-5 million,no,S,gain,17.0,at least 10%,12653,9414,13677,14804,1127,more,2233,17.64798862,995,6.721156444,33.8303194,-116.5070468
14288,PUB,CO,Pueblo Memorial,Pueblo,10k-100k,yes,,loss,-44.2,at least -30%,924,719,656,516,-140,less,907,98.16017316,505,97.86821705,38.2544472,-104.6091409
14303,PUW,WA,Pullman Moscow Regional,Pullman,10k-100k,no,N,gain,5.5,less than 10%,1280,807,947,1351,404,more,0,0.0,0,0.0,46.7297771,-117.1817377
14306,PVC,MA,Provincetown Municipal,Provincetown,10k-100k,no,,loss,-29.5,at least -20%,2116,909,1727,1492,-235,less,0,0.0,0,0.0,42.0760536,-70.2169647
14307,PVD,RI,Rhode Island Tf Green International,Providence,1-5 million,no,S,loss,-14.8,at least -10%,19860,9772,12651,16915,4264,more,2995,15.08056395,864,5.107892403,41.723536,-71.426957
14314,PVU,UT,Provo Municipal,Provo,100k-1 million,no,N,gain,96.8,at least 30%,740,579,896,1456,560,more,2,0.27027027,0,0.0,40.2338438,-111.6585337
14321,PWM,ME,Portland International Jetport,Portland,1-5 million,no,S,loss,-23.1,at least -20%,14792,7971,11618,11380,-238,less,4820,32.58518118,797,7.003514938,43.6464785,-70.3096974
14457,RAP,SD,Rapid City Regional,Rapid City,100k-1 million,no,S,loss,-25.9,at least -20%,6145,4053,5974,4553,-1421,less,3253,52.93734744,559,12.27761915,44.0805434,-103.2310149
14487,RDD,CA,Redding Municipal,Redding,10k-100k,no,N,gain,43.0,at least 30%,1364,652,1321,1951,630,more,1362,99.85337243,1275,65.351102,40.5865396,-122.3916754
14489,RDM,OR,Roberts Field,Bend/Redmond,100k-1 million,no,S,loss,-8.5,less than -10%,8788,6752,8222,8039,-183,less,1434,16.31770596,448,5.572832442,44.253025,-121.1608351
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,more than 5 million,no,M,loss,-23.7,at least -20%,69320,32509,43802,52886,9084,more,4754,6.858049625,14,0.026472034,35.880079,-78.7879963
14512,RFD,IL,Chicago/Rockford International,Rockford,100k-1 million,no,N,loss,-1.8,less than -10%,787,701,769,773,4,more,0,0.0,0,0.0,42.2018417,-89.095819
14520,RHI,WI,Rhinelander/Oneida County,Rhinelander,10k-100k,yes,N,loss,-10.7,at least -10%,796,686,925,711,-214,less,786,98.74371859,706,99.29676512,45.6366228,-89.4120753
14524,RIC,VA,Richmond International,Richmond,1-5 million,no,S,loss,-17.1,at least -10%,28816,14418,19514,23900,4386,more,8353,28.98736813,2401,10.0460251,37.5065335,-77.3208224
14534,RIW,WY,Central Wyoming Regional,Riverton/Lander,10k-100k,no,N,loss,-61.7,at least -30%,1020,486,576,391,-185,less,0,0.0,391,100.0,43.0759678,-107.2902839
