ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Description,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,622,Boeing 757-200,2133.0,2010.0,2432.0,2057.0,2493.0,2988.0,3976.0,3772.0,3358.0,2836.0,3755.0,3673.0,35483.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,622,Boeing 757-200,,,,,,,,,,,,1.0,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,623,Boeing 757-300,148.0,99.0,112.0,122.0,362.0,586.0,551.0,471.0,452.0,374.0,226.0,261.0,3764.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,624,Boeing 767-400/ER,156.0,124.0,141.0,77.0,22.0,14.0,19.0,7.0,14.0,47.0,59.0,49.0,729.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,626,Boeing 767-300/300ER,426.0,397.0,485.0,489.0,263.0,174.0,219.0,200.0,160.0,112.0,278.0,213.0,3416.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20363.0,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,1542.0,1604.0,1807.0,1787.0,1852.0,1767.0,1660.0,1659.0,1023.0,871.0,780.0,775.0,17127.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,,1.0,,,,150.0,172.0,181.0,22.0,,,,526.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,631,Canadair RJ-700,29.0,27.0,31.0,4.0,52.0,28.0,48.0,27.0,121.0,9.0,,44.0,420.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20363.0,Endeavor Air Inc.,631,Canadair RJ-700,111.0,94.0,191.0,253.0,343.0,247.0,176.0,120.0,87.0,86.0,93.0,172.0,1973.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20397.0,PSA Airlines Inc.,631,Canadair RJ-700,9.0,1.0,,24.0,23.0,5.0,20.0,13.0,4.0,1.0,,2.0,102.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,634,Boeing 737-900,,1.0,,,,,,,1.0,1.0,1.0,,4.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20363.0,Endeavor Air Inc.,638,Canadair CRJ 900,1577.0,1181.0,990.0,1038.0,851.0,711.0,377.0,295.0,257.0,214.0,274.0,746.0,8511.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20397.0,PSA Airlines Inc.,638,Canadair CRJ 900,78.0,80.0,62.0,66.0,85.0,109.0,127.0,152.0,168.0,144.0,111.0,106.0,1288.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,638,Canadair CRJ 900,,,,,,,276.0,456.0,916.0,1149.0,1005.0,764.0,4566.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,673,Embraer ERJ-175,89.0,71.0,58.0,132.0,180.0,84.0,77.0,81.0,34.0,29.0,12.0,3.0,850.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20378.0,Mesa Airlines Inc.,673,Embraer ERJ-175,139.0,171.0,170.0,149.0,116.0,95.0,133.0,97.0,117.0,91.0,160.0,128.0,1566.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20398.0,Envoy Air,673,Embraer ERJ-175,96.0,95.0,101.0,106.0,162.0,110.0,112.0,111.0,125.0,92.0,110.0,120.0,1340.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20452.0,Republic Airline,673,Embraer ERJ-175,418.0,384.0,516.0,500.0,496.0,518.0,408.0,375.0,373.0,398.0,299.0,179.0,4864.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20445.0,CommuteAir LLC dba CommuteAir,675,Embraer-145,2.0,,,,,,,,,,,1.0,3.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20398.0,Envoy Air,675,Embraer-145,,,,,,,,,,,1.0,,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20427.0,Piedmont Airlines,675,Embraer-145,,,,,,,,,,,,1.0,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20452.0,Republic Airline,677,Embraer-Emb-170,23.0,60.0,97.0,99.0,62.0,13.0,12.0,5.0,19.0,31.0,8.0,19.0,448.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20398.0,Envoy Air,677,Embraer-Emb-170,,1.0,2.0,,2.0,,,1.0,,,,,6.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,678,Embraer 190,100.0,76.0,73.0,65.0,48.0,26.0,28.0,30.0,55.0,35.0,48.0,65.0,649.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,199.0,199.0,214.0,210.0,62.0,10.0,36.0,28.0,5.0,22.0,25.0,38.0,1048.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,1435.0,1190.0,1771.0,2368.0,2562.0,2184.0,2314.0,2346.0,1796.0,1942.0,1450.0,1580.0,22938.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,694,Airbus Industrie A320-100/200,96.0,86.0,125.0,86.0,78.0,112.0,115.0,77.0,22.0,2.0,1.0,4.0,804.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,694,Airbus Industrie A320-100/200,56.0,33.0,37.0,25.0,86.0,61.0,75.0,57.0,79.0,129.0,169.0,97.0,904.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,694,Airbus Industrie A320-100/200,74.0,63.0,37.0,47.0,110.0,77.0,82.0,94.0,89.0,150.0,127.0,114.0,1064.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,694,Airbus Industrie A320-100/200,231.0,220.0,296.0,239.0,226.0,271.0,288.0,285.0,270.0,351.0,334.0,295.0,3306.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,44.0,54.0,60.0,53.0,63.0,71.0,82.0,65.0,73.0,73.0,66.0,49.0,753.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,696,Airbus Industrie A330-200,83.0,74.0,121.0,105.0,42.0,9.0,,,2.0,,,2.0,438.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,698,Airbus Industrie A319,295.0,285.0,600.0,660.0,566.0,351.0,375.0,420.0,229.0,281.0,229.0,479.0,4770.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,698,Airbus Industrie A319,100.0,116.0,83.0,180.0,130.0,111.0,126.0,128.0,142.0,165.0,225.0,193.0,1699.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,698,Airbus Industrie A319,53.0,43.0,76.0,115.0,85.0,162.0,149.0,192.0,196.0,145.0,172.0,143.0,1531.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,698,Airbus Industrie A319,6.0,,10.0,115.0,280.0,293.0,311.0,314.0,326.0,299.0,336.0,335.0,2625.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,4420.0,4128.0,4116.0,3564.0,3922.0,3593.0,3679.0,3700.0,3845.0,4181.0,3793.0,3535.0,46476.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,699,Airbus Industrie A321/Lr,307.0,264.0,275.0,230.0,281.0,205.0,241.0,277.0,291.0,296.0,268.0,266.0,3201.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,699,Airbus Industrie A321/Lr,1.0,2.0,2.0,2.0,5.0,4.0,10.0,4.0,5.0,2.0,3.0,,40.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,699,Airbus Industrie A321/Lr,264.0,246.0,281.0,183.0,103.0,90.0,93.0,92.0,114.0,127.0,126.0,151.0,1870.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,699,Airbus Industrie A321/Lr,6.0,6.0,4.0,9.0,32.0,7.0,,5.0,13.0,19.0,85.0,86.0,272.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,721,Airbus Industrie A321-200n,,1.0,3.0,9.0,4.0,1.0,,3.0,5.0,2.0,4.0,5.0,37.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,721,Airbus Industrie A321-200n,,,,,8.0,44.0,31.0,29.0,14.0,7.0,48.0,35.0,216.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,721,Airbus Industrie A321-200n,,,,,2.0,1.0,2.0,,,1.0,4.0,1.0,11.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,721,Airbus Industrie A321-200n,,,,,,,,,,,1.0,4.0,5.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,722,Airbus Industrie A320-200n,151.0,141.0,126.0,113.0,198.0,115.0,114.0,132.0,235.0,223.0,301.0,379.0,2228.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,722,Airbus Industrie A320-200n,377.0,321.0,332.0,349.0,561.0,594.0,651.0,673.0,682.0,757.0,572.0,573.0,6442.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,723,A200-100 BD-500-1A10,,,,,,,,1.0,,,,,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,724,A220-300 BD-500-1A11,20.0,33.0,47.0,25.0,28.0,18.0,25.0,22.0,24.0,25.0,26.0,21.0,314.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19393.0,Southwest Airlines Co.,838,Boeing B737 Max 800,66.0,74.0,98.0,112.0,126.0,86.0,93.0,85.0,124.0,113.0,145.0,162.0,1284.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,838,Boeing B737 Max 800,28.0,26.0,34.0,4.0,1.0,,1.0,2.0,,27.0,4.0,3.0,130.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,838,Boeing B737 Max 800,37.0,32.0,4.0,3.0,22.0,7.0,46.0,24.0,11.0,9.0,22.0,24.0,241.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,839,Boeing B737 Max 900,1.0,27.0,6.0,2.0,17.0,2.0,,,3.0,24.0,3.0,6.0,91.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19930.0,Alaska Airlines Inc.,839,Boeing B737 Max 900,,,,4.0,10.0,11.0,18.0,28.0,26.0,18.0,15.0,29.0,159.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,888,Boeing 737-900ER,2884.0,2777.0,2929.0,2722.0,2818.0,2381.0,2248.0,2309.0,2618.0,2768.0,2713.0,2315.0,31482.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19930.0,Alaska Airlines Inc.,888,Boeing 737-900ER,21.0,24.0,17.0,58.0,51.0,30.0,64.0,60.0,61.0,30.0,33.0,33.0,482.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,888,Boeing 737-900ER,20.0,30.0,11.0,6.0,13.0,15.0,11.0,20.0,53.0,38.0,29.0,41.0,287.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20253.0,Cape Air,125,Cessna C-402/402A/402B,110.0,144.0,141.0,156.0,215.0,162.0,183.0,196.0,180.0,177.0,118.0,93.0,1875.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21253.0,"Multi-Aero, Inc. d/b/a Air Choice One",415,Cessna C208B/Grand Caravan,45.0,,,,,,,,,,,,45.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21618.0,"Southern Airways Express, dba Mokulele Airlines",415,Cessna C208B/Grand Caravan,,,,,,,,,,90.0,80.0,184.0,354.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20500.0,GoJet Airlines LLC d/b/a United Express,530,Bombardier CRJ550,536.0,466.0,330.0,312.0,442.0,506.0,372.0,270.0,507.0,422.0,484.0,856.0,5503.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,608,Boeing 717-200,198.0,143.0,197.0,199.0,206.0,222.0,220.0,230.0,189.0,201.0,209.0,162.0,2376.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19393.0,Southwest Airlines Co.,612,Boeing 737-700/700LR/Max 7,663.0,644.0,726.0,756.0,806.0,774.0,782.0,749.0,761.0,827.0,653.0,545.0,8686.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,437.0,413.0,565.0,456.0,581.0,585.0,381.0,338.0,311.0,422.0,425.0,521.0,5435.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,612,Boeing 737-700/700LR/Max 7,,,1.0,,,1.0,,,,,,,2.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20422.0,Sun Country Airlines d/b/a MN Airlines,612,Boeing 737-700/700LR/Max 7,,,,,,,1.0,,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19393.0,Southwest Airlines Co.,614,Boeing 737-800,7.0,6.0,6.0,7.0,3.0,2.0,1.0,1.0,11.0,5.0,103.0,101.0,253.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,614,Boeing 737-800,1.0,,2.0,3.0,1.0,,1.0,4.0,,2.0,2.0,2.0,18.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,614,Boeing 737-800,2057.0,1862.0,2395.0,2346.0,2419.0,2849.0,2998.0,3119.0,2926.0,3166.0,2993.0,2936.0,32066.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,614,Boeing 737-800,36.0,23.0,20.0,22.0,19.0,18.0,23.0,21.0,80.0,45.0,34.0,40.0,381.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,614,Boeing 737-800,854.0,886.0,962.0,941.0,1086.0,974.0,954.0,927.0,938.0,1553.0,1058.0,1244.0,12377.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20422.0,Sun Country Airlines d/b/a MN Airlines,614,Boeing 737-800,,,1.0,4.0,16.0,17.0,17.0,17.0,18.0,17.0,15.0,,122.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,622,Boeing 757-200,10.0,23.0,28.0,31.0,96.0,73.0,99.0,86.0,92.0,122.0,30.0,27.0,717.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,622,Boeing 757-200,,,,,,,,,,,100.0,127.0,227.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,623,Boeing 757-300,206.0,221.0,340.0,277.0,180.0,205.0,307.0,258.0,272.0,245.0,279.0,269.0,3059.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,623,Boeing 757-300,,,,,,,,1.0,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,624,Boeing 767-400/ER,5.0,2.0,30.0,3.0,22.0,2.0,2.0,21.0,7.0,,1.0,1.0,96.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,626,Boeing 767-300/300ER,105.0,67.0,30.0,62.0,12.0,24.0,3.0,7.0,4.0,3.0,3.0,7.0,327.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,626,Boeing 767-300/300ER,,,,,,,,,,,1.0,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,627,Boeing 777-200ER/200LR/233LR,4.0,1.0,2.0,,3.0,1.0,,1.0,1.0,,3.0,2.0,18.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,112.0,78.0,103.0,31.0,112.0,77.0,74.0,98.0,181.0,309.0,199.0,244.0,1618.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20046.0,Air Wisconsin Airlines Corp,629,Canadair RJ-200ER /RJ-440,2077.0,2045.0,2471.0,2481.0,2139.0,2182.0,1890.0,1984.0,2273.0,2502.0,2273.0,2085.0,26402.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,1121.0,1047.0,1236.0,1398.0,1683.0,1345.0,1510.0,1442.0,1530.0,1340.0,1410.0,789.0,15851.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20363.0,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,1.0,,,,,,,,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,631,Canadair RJ-700,1620.0,1549.0,1684.0,1222.0,1160.0,1141.0,839.0,705.0,822.0,951.0,739.0,543.0,12975.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20363.0,Endeavor Air Inc.,631,Canadair RJ-700,,,,,,,,2.0,,1.0,,,3.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21879.0,Key Lime Air Corporation,632,Dornier 328 Jet,,,,,,,,,,25.0,,,25.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,634,Boeing 737-900,12.0,8.0,4.0,8.0,12.0,22.0,15.0,17.0,5.0,15.0,12.0,14.0,144.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,634,Boeing 737-900,7.0,3.0,16.0,2.0,6.0,5.0,11.0,8.0,11.0,3.0,3.0,5.0,80.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,637,Boeing 777-300/300ER/333ER,38.0,22.0,62.0,109.0,60.0,,2.0,,2.0,2.0,,1.0,298.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,637,Boeing 777-300/300ER/333ER,,,,,1.0,,,,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,638,Canadair CRJ 900,79.0,61.0,57.0,52.0,53.0,35.0,15.0,5.0,1.0,1.0,1.0,,360.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20363.0,Endeavor Air Inc.,638,Canadair CRJ 900,49.0,50.0,65.0,65.0,57.0,70.0,84.0,82.0,65.0,88.0,75.0,68.0,818.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20397.0,PSA Airlines Inc.,638,Canadair CRJ 900,,1.0,,,,,,,,,1.0,,2.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19687.0,Horizon Air,673,Embraer ERJ-175,41.0,19.0,18.0,21.0,28.0,35.0,31.0,31.0,27.0,13.0,15.0,18.0,297.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,673,Embraer ERJ-175,1450.0,1337.0,1757.0,1876.0,1778.0,1720.0,1840.0,1550.0,1496.0,1503.0,1522.0,1045.0,18874.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20378.0,Mesa Airlines Inc.,673,Embraer ERJ-175,422.0,263.0,210.0,56.0,8.0,,,,,2.0,,2.0,963.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20398.0,Envoy Air,673,Embraer ERJ-175,964.0,1104.0,1151.0,979.0,1039.0,1096.0,1130.0,1345.0,1206.0,1081.0,1335.0,1552.0,13982.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20452.0,Republic Airline,673,Embraer ERJ-175,639.0,542.0,656.0,926.0,980.0,892.0,1032.0,827.0,791.0,617.0,430.0,388.0,8720.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20398.0,Envoy Air,675,Embraer-145,1612.0,1447.0,1919.0,2052.0,2165.0,2031.0,2323.0,2131.0,1891.0,1680.0,1449.0,1765.0,22465.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20427.0,Piedmont Airlines,675,Embraer-145,402.0,206.0,311.0,289.0,316.0,308.0,223.0,278.0,59.0,6.0,16.0,194.0,2608.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21879.0,Key Lime Air Corporation,675,Embraer-145,51.0,46.0,54.0,50.0,54.0,52.0,51.0,51.0,51.0,26.0,52.0,48.0,586.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20398.0,Envoy Air,677,Embraer-Emb-170,289.0,225.0,364.0,436.0,476.0,170.0,258.0,278.0,391.0,500.0,442.0,443.0,4272.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20452.0,Republic Airline,677,Embraer-Emb-170,448.0,636.0,657.0,541.0,372.0,174.0,282.0,431.0,904.0,275.0,249.0,519.0,5488.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20409.0,JetBlue Airways,678,Embraer 190,28.0,25.0,27.0,18.0,5.0,64.0,59.0,49.0,60.0,63.0,84.0,88.0,570.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,,,,,,,,,,,1.0,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,47.0,54.0,34.0,52.0,18.0,175.0,251.0,265.0,230.0,236.0,182.0,161.0,1705.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,694,Airbus Industrie A320-100/200,274.0,227.0,275.0,115.0,91.0,80.0,88.0,89.0,87.0,84.0,61.0,27.0,1498.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,694,Airbus Industrie A320-100/200,53.0,59.0,66.0,97.0,82.0,25.0,5.0,4.0,30.0,9.0,2.0,,432.0
