ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Description,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,614,Boeing 737-800,42.0,23.0,25.0,1.0,,,,56.0,1.0,61.0,27.0,42.0,278.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20422.0,Sun Country Airlines d/b/a MN Airlines,614,Boeing 737-800,1.0,,,,,,,,,,,,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,622,Boeing 757-200,2135.0,2147.0,1873.0,382.0,322.0,486.0,790.0,1235.0,1279.0,1393.0,1392.0,1236.0,14670.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,622,Boeing 757-200,,,,,,,,,,,1.0,,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,623,Boeing 757-300,199.0,161.0,90.0,4.0,1.0,33.0,379.0,366.0,390.0,479.0,397.0,405.0,2904.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,624,Boeing 767-400/ER,5.0,9.0,7.0,1.0,1.0,4.0,31.0,135.0,65.0,84.0,205.0,305.0,852.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,626,Boeing 767-300/300ER,197.0,145.0,115.0,8.0,5.0,68.0,152.0,139.0,81.0,303.0,329.0,346.0,1888.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,64.0,58.0,32.0,,,1.0,2.0,7.0,1.0,5.0,,,170.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20046.0,Air Wisconsin Airlines Corp,629,Canadair RJ-200ER /RJ-440,2.0,6.0,3.0,,,,,,,,,,11.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,1963.0,1781.0,1814.0,708.0,30.0,,,,,,,,6296.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20363.0,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,1139.0,1022.0,971.0,350.0,671.0,765.0,1446.0,1697.0,1642.0,1802.0,1945.0,1826.0,15276.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,631,Canadair RJ-700,63.0,71.0,64.0,10.0,,,,,,,,,208.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20363.0,Endeavor Air Inc.,631,Canadair RJ-700,311.0,241.0,328.0,4.0,,,,,3.0,1.0,,1.0,889.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20378.0,Mesa Airlines Inc.,631,Canadair RJ-700,77.0,43.0,29.0,,,,,,,1.0,9.0,11.0,170.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20397.0,PSA Airlines Inc.,631,Canadair RJ-700,11.0,2.0,2.0,,2.0,,3.0,31.0,,,,,51.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20500.0,GoJet Airlines LLC d/b/a United Express,631,Canadair RJ-700,8.0,5.0,,,,,,,,,,,13.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19930.0,Alaska Airlines Inc.,634,Boeing 737-900,,,2.0,,,,,,,,,,2.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,638,Canadair CRJ 900,1.0,,,,,8.0,,,,,,,9.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20363.0,Endeavor Air Inc.,638,Canadair CRJ 900,2343.0,2105.0,2171.0,657.0,701.0,793.0,1884.0,2479.0,2383.0,2898.0,3009.0,4158.0,25581.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20397.0,PSA Airlines Inc.,638,Canadair CRJ 900,113.0,122.0,117.0,49.0,107.0,120.0,68.0,82.0,56.0,57.0,45.0,60.0,996.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20378.0,Mesa Airlines Inc.,638,Canadair CRJ 900,,1.0,,,1.0,1.0,,,,,,,3.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,3169.0,2955.0,2795.0,979.0,1108.0,36.0,,,,,,,11042.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,656,McDonnell Douglas MD-90,1624.0,1431.0,1169.0,183.0,101.0,3.0,,,,,,,4511.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20304.0,SkyWest Airlines Inc.,673,Embraer ERJ-175,38.0,31.0,41.0,18.0,1.0,46.0,83.0,123.0,101.0,89.0,91.0,100.0,762.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20366.0,ExpressJet Airlines LLC d/b/a aha!,673,Embraer ERJ-175,114.0,99.0,87.0,38.0,5.0,,,,,,,,343.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20378.0,Mesa Airlines Inc.,673,Embraer ERJ-175,67.0,103.0,118.0,27.0,86.0,62.0,37.0,29.0,30.0,43.0,38.0,32.0,672.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20398.0,Envoy Air,673,Embraer ERJ-175,10.0,,,,18.0,22.0,4.0,,9.0,3.0,,,66.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20452.0,Republic Airline,673,Embraer ERJ-175,318.0,315.0,283.0,162.0,190.0,250.0,257.0,284.0,187.0,234.0,448.0,838.0,3766.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20366.0,ExpressJet Airlines LLC d/b/a aha!,675,Embraer-145,2.0,,,,,,,,,,,,2.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20452.0,Republic Airline,677,Embraer-Emb-170,233.0,208.0,208.0,14.0,7.0,19.0,81.0,61.0,104.0,31.0,76.0,89.0,1131.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,678,Embraer 190,184.0,179.0,145.0,,,,,,,,,,508.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,678,Embraer 190,97.0,87.0,98.0,26.0,1.0,6.0,,67.0,54.0,53.0,17.0,33.0,539.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,67.0,64.0,127.0,,7.0,32.0,30.0,26.0,3.0,36.0,36.0,29.0,457.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,623.0,630.0,673.0,105.0,,,53.0,1081.0,922.0,1209.0,1156.0,1091.0,7543.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,694,Airbus Industrie A320-100/200,45.0,29.0,32.0,6.0,1.0,,49.0,75.0,86.0,122.0,111.0,86.0,642.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,694,Airbus Industrie A320-100/200,116.0,127.0,64.0,23.0,3.0,,27.0,35.0,82.0,63.0,49.0,35.0,624.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,694,Airbus Industrie A320-100/200,196.0,158.0,152.0,12.0,24.0,53.0,128.0,52.0,50.0,69.0,107.0,56.0,1057.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,694,Airbus Industrie A320-100/200,350.0,345.0,395.0,94.0,5.0,158.0,387.0,311.0,231.0,209.0,348.0,366.0,3199.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,81.0,78.0,78.0,,,9.0,18.0,26.0,30.0,13.0,8.0,19.0,360.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,696,Airbus Industrie A330-200,1.0,,1.0,1.0,,1.0,1.0,24.0,6.0,1.0,10.0,6.0,52.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,698,Airbus Industrie A319,107.0,90.0,132.0,111.0,304.0,340.0,964.0,178.0,316.0,288.0,455.0,568.0,3853.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,698,Airbus Industrie A319,228.0,207.0,186.0,84.0,108.0,207.0,148.0,108.0,149.0,189.0,160.0,113.0,1887.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,698,Airbus Industrie A319,179.0,135.0,96.0,18.0,,,106.0,127.0,59.0,28.0,121.0,76.0,945.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,698,Airbus Industrie A319,187.0,178.0,169.0,41.0,,,61.0,37.0,21.0,,,2.0,696.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,2840.0,2772.0,2254.0,773.0,631.0,1029.0,1658.0,2173.0,2183.0,2208.0,2351.0,2608.0,23480.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19805.0,American Airlines Inc.,699,Airbus Industrie A321/Lr,93.0,88.0,72.0,32.0,24.0,13.0,1.0,5.0,2.0,9.0,27.0,19.0,385.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,699,Airbus Industrie A321/Lr,115.0,114.0,128.0,19.0,,,153.0,155.0,167.0,302.0,230.0,172.0,1555.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,699,Airbus Industrie A321/Lr,17.0,19.0,11.0,,,,11.0,14.0,1.0,,13.0,4.0,90.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,699,Airbus Industrie A321/Lr,,,,,1.0,2.0,4.0,,,3.0,,5.0,15.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20409.0,JetBlue Airways,721,Airbus Industrie A321-200n,,,,,,,,,,,,10.0,10.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20416.0,Spirit Air Lines,722,Airbus Industrie A320-200n,106.0,97.0,98.0,25.0,26.0,120.0,128.0,42.0,37.0,82.0,84.0,81.0,926.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20436.0,Frontier Airlines Inc.,722,Airbus Industrie A320-200n,281.0,255.0,232.0,20.0,63.0,118.0,211.0,173.0,150.0,175.0,164.0,193.0,2035.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,723,A200-100 BD-500-1A10,11.0,12.0,14.0,6.0,4.0,1.0,87.0,,,1.0,2.0,,138.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,724,A220-300 BD-500-1A11,,,,,,,,,,,1.0,,1.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19790.0,Delta Air Lines Inc.,888,Boeing 737-900ER,3010.0,2944.0,2445.0,573.0,312.0,451.0,1271.0,2119.0,2151.0,2092.0,1980.0,1866.0,21214.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19930.0,Alaska Airlines Inc.,888,Boeing 737-900ER,34.0,29.0,28.0,14.0,24.0,29.0,35.0,82.0,32.0,54.0,29.0,27.0,417.0
10397,GA,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19977.0,United Air Lines Inc.,888,Boeing 737-900ER,12.0,8.0,17.0,,,,7.0,2.0,1.0,23.0,5.0,1.0,76.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20253.0,Cape Air,125,Cessna C-402/402A/402B,162.0,158.0,93.0,77.0,76.0,74.0,82.0,76.0,78.0,136.0,126.0,133.0,1271.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21253.0,"Multi-Aero, Inc. d/b/a Air Choice One",415,Cessna C208B/Grand Caravan,155.0,127.0,158.0,153.0,158.0,104.0,130.0,101.0,100.0,104.0,99.0,104.0,1493.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21599.0,Boutique Air,458,Beechcraft Super King Air,,,,,,,,42.0,57.0,52.0,56.0,49.0,256.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20500.0,GoJet Airlines LLC d/b/a United Express,530,Bombardier CRJ550,1587.0,1679.0,1932.0,610.0,601.0,560.0,869.0,895.0,1175.0,1210.0,1366.0,1235.0,13719.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,608,Boeing 717-200,684.0,653.0,547.0,95.0,93.0,119.0,38.0,,,,,71.0,2300.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,365.0,432.0,312.0,169.0,119.0,64.0,254.0,111.0,193.0,164.0,172.0,278.0,2633.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,,,,,,,2.0,,,,,,2.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,614,Boeing 737-800,48.0,49.0,19.0,,,,,,,61.0,35.0,,212.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,614,Boeing 737-800,2695.0,2566.0,2459.0,802.0,788.0,901.0,1485.0,1392.0,1134.0,1046.0,879.0,804.0,16951.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,614,Boeing 737-800,36.0,23.0,47.0,2.0,,2.0,36.0,4.0,8.0,11.0,3.0,9.0,181.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,614,Boeing 737-800,1138.0,1010.0,922.0,250.0,125.0,99.0,56.0,321.0,331.0,674.0,580.0,570.0,6076.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20422.0,Sun Country Airlines d/b/a MN Airlines,614,Boeing 737-800,19.0,15.0,15.0,,,,22.0,18.0,4.0,,,,93.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,622,Boeing 757-200,21.0,34.0,38.0,5.0,4.0,5.0,23.0,73.0,15.0,5.0,29.0,19.0,271.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,622,Boeing 757-200,,1.0,,,,,,,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,622,Boeing 757-200,,1.0,,,,,,,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,623,Boeing 757-300,447.0,404.0,357.0,113.0,19.0,30.0,137.0,256.0,216.0,271.0,201.0,212.0,2663.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,624,Boeing 767-400/ER,,3.0,,,,,,,,,,,3.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,626,Boeing 767-300/300ER,11.0,4.0,2.0,,,,,,,,,,17.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,626,Boeing 767-300/300ER,34.0,24.0,14.0,7.0,6.0,30.0,46.0,49.0,18.0,31.0,39.0,51.0,349.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,626,Boeing 767-300/300ER,,,,,4.0,18.0,4.0,,,,,,26.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,627,Boeing 777-200ER/200LR/233LR,5.0,6.0,5.0,5.0,,,,2.0,,1.0,64.0,104.0,192.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,75.0,98.0,180.0,27.0,13.0,17.0,110.0,101.0,100.0,96.0,85.0,67.0,969.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,,,,,,1.0,2.0,1.0,,1.0,,,5.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20046.0,Air Wisconsin Airlines Corp,629,Canadair RJ-200ER /RJ-440,2565.0,2535.0,2225.0,624.0,655.0,607.0,809.0,1204.0,1590.0,1632.0,1620.0,1126.0,17192.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,1609.0,1482.0,1422.0,744.0,475.0,503.0,783.0,944.0,878.0,882.0,924.0,976.0,11622.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20363.0,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,90.0,91.0,79.0,,,,,,,,,1.0,261.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,631,Canadair RJ-700,2370.0,2224.0,2130.0,785.0,706.0,662.0,1366.0,1345.0,1020.0,683.0,542.0,671.0,14504.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20363.0,Endeavor Air Inc.,631,Canadair RJ-700,3.0,16.0,19.0,,,,,,1.0,,,1.0,40.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20500.0,GoJet Airlines LLC d/b/a United Express,631,Canadair RJ-700,343.0,180.0,26.0,,,,,,,,,,549.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,634,Boeing 737-900,20.0,26.0,19.0,,,3.0,,1.0,9.0,8.0,1.0,,87.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,634,Boeing 737-900,7.0,13.0,2.0,,,,,,,,,,22.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,637,Boeing 777-300/300ER/333ER,,2.0,3.0,1.0,2.0,4.0,16.0,6.0,1.0,23.0,8.0,16.0,82.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,637,Boeing 777-300/300ER/333ER,,,1.0,,,,,,,6.0,3.0,3.0,13.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,638,Canadair CRJ 900,10.0,5.0,14.0,70.0,3.0,226.0,1.0,92.0,68.0,125.0,132.0,203.0,949.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20363.0,Endeavor Air Inc.,638,Canadair CRJ 900,143.0,148.0,179.0,0.0,49.0,42.0,45.0,88.0,112.0,124.0,119.0,69.0,1118.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20500.0,GoJet Airlines LLC d/b/a United Express,638,Canadair CRJ 900,20.0,,,,,,,,,,,,20.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20397.0,PSA Airlines Inc.,638,Canadair CRJ 900,,,,,,,1.0,,,,,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20378.0,Mesa Airlines Inc.,638,Canadair CRJ 900,,,,,,,,,,,1.0,,1.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,91.0,85.0,38.0,,,,,,,,,,214.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,656,McDonnell Douglas MD-90,24.0,23.0,11.0,,,,,,,,,,58.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20304.0,SkyWest Airlines Inc.,673,Embraer ERJ-175,744.0,549.0,633.0,426.0,710.0,504.0,1196.0,1476.0,1487.0,1194.0,1067.0,813.0,10799.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20366.0,ExpressJet Airlines LLC d/b/a aha!,673,Embraer ERJ-175,798.0,931.0,930.0,313.0,20.0,,,,,,,,2992.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20398.0,Envoy Air,673,Embraer ERJ-175,1792.0,1890.0,2048.0,765.0,571.0,674.0,1338.0,1138.0,1017.0,619.0,413.0,751.0,13016.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20452.0,Republic Airline,673,Embraer ERJ-175,502.0,526.0,459.0,187.0,656.0,585.0,977.0,1113.0,1274.0,1454.0,1235.0,1215.0,10183.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20237.0,Trans States Airlines,675,Embraer-145,912.0,887.0,775.0,,,,,,,,,,2574.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20366.0,ExpressJet Airlines LLC d/b/a aha!,675,Embraer-145,465.0,435.0,390.0,363.0,135.0,96.0,146.0,185.0,10.0,,,,2225.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20398.0,Envoy Air,675,Embraer-145,3067.0,2873.0,2891.0,1193.0,977.0,970.0,1935.0,1798.0,1513.0,1637.0,1398.0,1291.0,21543.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20445.0,CommuteAir LLC dba CommuteAir,675,Embraer-145,11.0,23.0,32.0,,,,,,,,,,66.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20427.0,Piedmont Airlines,675,Embraer-145,,,,,,,,,,,,209.0,209.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20398.0,Envoy Air,676,Embraer-140,319.0,260.0,157.0,4.0,2.0,,1.0,1.0,,,5.0,,749.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20452.0,Republic Airline,677,Embraer-Emb-170,647.0,579.0,541.0,211.0,196.0,252.0,706.0,888.0,864.0,929.0,884.0,869.0,7566.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",20409.0,JetBlue Airways,678,Embraer 190,173.0,153.0,140.0,19.0,9.0,,,78.0,61.0,66.0,64.0,25.0,788.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,,,,,,,,,,,,4.0,4.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19790.0,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,27.0,30.0,32.0,1.0,,,,78.0,97.0,116.0,110.0,46.0,537.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19805.0,American Airlines Inc.,694,Airbus Industrie A320-100/200,14.0,32.0,50.0,11.0,1.0,1.0,109.0,131.0,158.0,119.0,81.0,102.0,809.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19930.0,Alaska Airlines Inc.,694,Airbus Industrie A320-100/200,47.0,28.0,30.0,38.0,50.0,42.0,114.0,32.0,,,10.0,11.0,402.0
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19977.0,United Air Lines Inc.,694,Airbus Industrie A320-100/200,843.0,947.0,908.0,210.0,240.0,308.0,331.0,391.0,246.0,278.0,275.0,275.0,5252.0
