ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,total_2019,total_2022,total_50s_2019,pct_50_2019,total_50s_2022,pct_50_2022
11097,WY,COD,"Cody, WY: Yellowstone Regional",1084,953,1065,98.24723247,950,99.68520462
14960,TX,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",1223,1082,1207,98.69174162,884,81.70055453
10731,GA,BQK,"Brunswick, GA: Brunswick Golden Isles",1035,870,1035,100,870,100
11027,WV,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",905,1037,726,80.22099448,802,77.33847637
10577,NY,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",951,376,939,98.73817035,350,93.08510638
13127,ID,LWS,"Lewiston, ID: Lewiston Nez Perce County",993,1027,982,98.89224572,928,90.36027264
15401,AR,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",1208,1244,1203,99.58609272,1043,83.84244373
11274,IA,DBQ,"Dubuque, IA: Dubuque Regional",985,441,985,100,441,100
12012,CO,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",787,981,531,67.47141042,0,0
14150,MI,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",1060,733,1057,99.71698113,720,98.22646658
11865,WY,GCC,"Gillette, WY: Northeast Wyoming Regional",756,618,753,99.6031746,616,99.6763754
10631,MN,BJI,"Bemidji, MN: Bemidji Regional",964,849,739,76.65975104,730,85.98351001
12119,MD,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",1159,211,0,0,0,0
10728,TX,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",961,782,961,100,671,85.8056266
11905,TX,GGG,"Longview, TX: East Texas Regional",941,772,921,97.87460149,703,91.06217617
10141,SD,ABR,"Aberdeen, SD: Aberdeen Regional",740,700,735,99.32432432,699,99.85714286
15074,OK,SWO,"Stillwater, OK: Stillwater Regional",846,705,841,99.40898345,593,84.11347518
14237,AZ,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",730,729,728,99.7260274,729,100
12177,NM,HOB,"Hobbs, NM: Lea County Regional",740,569,740,100,569,100
12255,KS,HYS,"Hays, KS: Hays Regional",1199,682,1199,100,682,100
10643,MO,BKG,"Branson, MO: Branson Airport",222,47,0,0,0,0
14520,WI,RHI,"Rhinelander, WI: Rhinelander/Oneida County",796,711,786,98.74371859,706,99.29676512
13832,NY,OGS,"Ogdensburg, NY: Ogdensburg International",833,527,397,47.65906363,527,100
10779,MT,BTM,"Butte, MT: Bert Mooney",677,605,674,99.55686854,605,100
14006,KY,PAH,"Paducah, KY: Barkley Regional",1239,796,1239,100,795,99.87437186
11867,KS,GCK,"Garden City, KS: Garden City Regional",701,708,699,99.7146933,649,91.66666667
13241,MS,MEI,"Meridian, MS: Key Field",952,786,935,98.21428571,785,99.87277354
11013,MI,CIU,"Sault Ste. Marie, MI: Chippewa County International",667,709,667,100,709,100
11076,MI,CMX,"Hancock/Houghton, MI: Houghton County Memorial",685,639,682,99.5620438,637,99.68701095
10558,NE,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",668,789,618,92.51497006,720,91.25475285
14905,CA,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",194,130,1,0.515463918,0,0
14543,WY,RKS,"Rock Springs, WY: Southwest Wyoming Regional",715,390,713,99.72027972,390,100
12250,MA,HYA,"Hyannis, MA: Cape Cod Gateway",5937,2774,0,0,0,0
11315,ND,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",613,574,613,100,574,100
11233,WY,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",566,652,484,85.51236749,637,97.6993865
10918,UT,CDC,"Cedar City, UT: Cedar City Regional",766,625,748,97.65013055,624,99.84
11471,WI,EAU,"Eau Claire, WI: Chippewa Valley Regional",698,494,697,99.85673352,478,96.7611336
10361,NY,ART,"Watertown, NY: Watertown International",671,625,670,99.8509687,625,100
11415,TX,DRT,"Del Rio, TX: Del Rio International",714,683,714,100,268,39.238653
10268,IA,ALO,"Waterloo, IA: Waterloo Regional",669,674,669,100,674,100
12335,MI,IMT,"Iron Mountain/Kingsfd, MI: Ford",664,718,664,100,718,100
10739,MN,BRD,"Brainerd, MN: Brainerd Lakes Regional",641,731,628,97.97191888,731,100
10562,AL,BFM,"Mobile, AL: Mobile International",154,0,0,0,0,
11468,NE,EAR,"Kearney, NE: Kearney Regional",655,688,654,99.84732824,687,99.85465116
15008,MN,STC,"St. Cloud, MN: St. Cloud Regional",133,109,2,1.503759398,0,0
12365,PA,IPT,"Williamsport, PA: Williamsport Regional",701,0,701,100,0,0
16869,ND,XWA,"Williston, ND: Williston Basin International",2057,1481,1952,94.89547885,1277,86.2255233
11525,NV,EKO,"Elko, NV: Elko Regional",672,361,672,100,361,100
12519,ND,JMS,"Jamestown, ND: Jamestown Regional",932,703,932,100,703,100
13344,MI,MKG,"Muskegon, MI: Muskegon County",696,754,683,98.13218391,443,58.75331565
14877,KS,SLN,"Salina, KS: Salina Regional",916,812,916,100,812,100
11587,MI,ESC,"Escanaba, MI: Delta County",605,693,605,100,693,100
13983,KY,OWB,"Owensboro, KY: Owensboro Daviess County Regional",1164,1094,0,0,0,0
15855,RI,WST,"Westerly, RI: Westerly State",4110,3679,0,0,0,0
12888,WY,LAR,"Laramie, WY: Laramie Regional",598,586,596,99.66555184,584,99.65870307
14288,CO,PUB,"Pueblo, CO: Pueblo Memorial",924,516,907,98.16017316,505,97.86821705
13388,CA,MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",452,375,0,0,0,0
12129,MN,HIB,"Hibbing, MN: Range Regional",627,640,627,100,638,99.6875
14802,VA,SHD,"Staunton, VA: Shenandoah Valley Regional",696,701,696,100,701,100
12343,MN,INL,"International Falls, MN: Falls International Einarson Field",646,561,645,99.84520124,560,99.82174688
14120,SD,PIR,"Pierre, SD: Pierre Regional",631,617,630,99.84152139,565,91.57212318
10613,RI,BID,"Block Island, RI: Block Island State",4132,3765,0,0,0,0
11092,UT,CNY,"Moab, UT: Canyonlands Regional",592,638,592,100,638,100
10967,MO,CGI,"Cape Girardeau, MO: Cape Girardeau Regional",926,615,926,100,615,100
12899,NE,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",602,644,601,99.83388704,642,99.68944099
13829,UT,OGD,"Ogden, UT: Ogden-Hinckley",108,93,1,0.925925926,1,1.075268817
13203,GA,MCN,"Macon, GA: Middle Georgia Regional",743,602,650,87.48317631,593,98.50498339
15374,MS,TUP,"Tupelo, MS: Tupelo Regional",992,702,551,55.54435484,702,100
13964,OR,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",364,332,330,90.65934066,93,28.01204819
14231,ME,PQI,"Presque Isle/Houlton, ME: Presque Isle International",568,579,568,100,0,0
13121,WV,LWB,"Lewisburg, WV: Greenbrier Valley",636,610,636,100,610,100
15582,UT,VEL,"Vernal, UT: Vernal Regional",587,490,587,100,490,100
14109,MS,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",694,660,664,95.67723343,659,99.84848485
10333,MI,APN,"Alpena, MI: Alpena County Regional",608,608,608,100,608,100
10409,SD,ATY,"Watertown, SD: Watertown Regional",502,623,502,100,596,95.66613162
13002,WA,LKE,"Seattle, WA: Lake Union Terminal",3652,2600,0,0,0,0
11762,WA,FRD,"Friday Harbor, WA: Friday Harbor Airport",2299,2256,0,0,0,0
10559,WA,BFI,"Seattle, WA: Boeing Field/King County International",1933,1898,0,0,0,0
10654,WV,BKW,"Beckley, WV: Raleigh County Memorial",1096,1175,1095,99.90875912,1170,99.57446809
14306,MA,PVC,"Provincetown, MA: Provincetown Municipal",2116,1492,0,0,0,0
13543,IL,MWA,"Marion/Herrin, IL: Veterans Airport of Southern Illinois",1849,1716,0,0,0,0
14081,AZ,PGA,"Page, AZ: Page Municipal",704,585,704,100,585,100
12932,NH,LEB,"Lebanon-Hanover, NH: Lebanon Municipal",2048,2035,0,0,0,0
15454,IL,UIN,"Quincy, IL: Quincy Regional-Baldwin Field",594,1169,594,100,0,0
11447,ND,DVL,"Devils Lake, ND: Devils Lake Regional",598,622,598,100,622,100
12902,KS,LBL,"Liberal, KS: Liberal Mid-America Regional",614,606,612,99.6742671,606,100
15177,CO,TEX,"Telluride, CO: Telluride Regional",889,638,0,0,0,0
14534,WY,RIW,"Riverton/Lander, WY: Central Wyoming Regional",1020,391,0,0,391,100
14812,WY,SHR,"Sheridan, WY: Sheridan County",715,622,0,0,621,99.8392283
11288,IL,DEC,"Decatur, IL: Decatur Airport",1842,1005,0,0,1005,100
11197,NM,CVN,"Clovis, NM: Clovis Regional",964,624,0,0,443,70.99358974
10617,CA,BIH,"Bishop, CA: Bishop Airport",0,334,0,0,0,0
12441,WY,JAC,"Jackson, WY: Jackson Hole",4743,4703,0,0,1,0.021263024
11719,CO,FNL,"Fort Collins/Loveland, CO: Northern Colorado Regional",0,96,0,0,1,1.041666667
