AIRLINE_ID,UNIQUE_CARRIER_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
19393.0,Southwest Airlines Co.,12953.0,LGA,"New York, NY",NY,1047.0,940.0,822.0,296.0,69.0,500.0,620.0,520.0,369.0,361.0,366.0,323.0,6233.0
19393.0,Southwest Airlines Co.,12954.0,LGB,"Long Beach, CA",CA,427.0,417.0,364.0,140.0,213.0,328.0,414.0,283.0,358.0,401.0,471.0,496.0,4312.0
19393.0,Southwest Airlines Co.,12982.0,LIH,"Lihue, HI",HI,13.0,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,141.0
19393.0,Southwest Airlines Co.,12992.0,LIT,"Little Rock, AR",AR,179.0,171.0,176.0,114.0,91.0,124.0,120.0,128.0,101.0,93.0,144.0,140.0,1581.0
19393.0,Southwest Airlines Co.,13158.0,MAF,"Midland/Odessa, TX",TX,282.0,249.0,247.0,88.0,62.0,134.0,181.0,181.0,179.0,183.0,166.0,163.0,2115.0
19393.0,Southwest Airlines Co.,13198.0,MCI,"Kansas City, MO",MO,1788.0,1685.0,1764.0,780.0,634.0,902.0,1195.0,1153.0,821.0,827.0,956.0,806.0,13311.0
19393.0,Southwest Airlines Co.,13204.0,MCO,"Orlando, FL",FL,3449.0,3316.0,3253.0,1519.0,1435.0,2080.0,2549.0,2159.0,1757.0,2058.0,2608.0,2251.0,28434.0
19393.0,Southwest Airlines Co.,13230.0,MDT,"Harrisburg, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19393.0,Southwest Airlines Co.,13232.0,MDW,"Chicago, IL",IL,5417.0,4938.0,4248.0,2797.0,3114.0,4572.0,5500.0,5445.0,4197.0,4320.0,4365.0,3993.0,52906.0
19393.0,Southwest Airlines Co.,13244.0,MEM,"Memphis, TN",TN,303.0,275.0,311.0,132.0,92.0,161.0,210.0,273.0,202.0,234.0,242.0,244.0,2679.0
19393.0,Southwest Airlines Co.,13296.0,MHT,"Manchester, NH",NH,259.0,262.0,240.0,154.0,159.0,201.0,247.0,226.0,160.0,180.0,188.0,161.0,2437.0
19393.0,Southwest Airlines Co.,13303.0,MIA,"Miami, FL",FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,310.0,493.0
19393.0,Southwest Airlines Co.,13342.0,MKE,"Milwaukee, WI",WI,927.0,893.0,999.0,524.0,405.0,509.0,639.0,727.0,504.0,529.0,569.0,460.0,7685.0
19393.0,Southwest Airlines Co.,13487.0,MSP,"Minneapolis, MN",MN,583.0,549.0,526.0,271.0,181.0,264.0,345.0,406.0,268.0,250.0,276.0,231.0,4150.0
19393.0,Southwest Airlines Co.,13495.0,MSY,"New Orleans, LA",LA,1715.0,1705.0,1509.0,569.0,534.0,785.0,968.0,1033.0,675.0,726.0,842.0,663.0,11724.0
19393.0,Southwest Airlines Co.,13502.0,MTJ,"Montrose/Delta, CO",CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0
19393.0,Southwest Airlines Co.,13796.0,OAK,"Oakland, CA",CA,3141.0,2896.0,2660.0,1075.0,1060.0,1648.0,2224.0,1989.0,1724.0,1735.0,1696.0,1656.0,23504.0
19393.0,Southwest Airlines Co.,13830.0,OGG,"Kahului, HI",HI,93.0,87.0,102.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0,155.0,564.0
19393.0,Southwest Airlines Co.,13851.0,OKC,"Oklahoma City, OK",OK,528.0,448.0,474.0,212.0,211.0,330.0,432.0,477.0,359.0,352.0,366.0,335.0,4524.0
19393.0,Southwest Airlines Co.,13871.0,OMA,"Omaha, NE",NE,541.0,501.0,490.0,247.0,247.0,351.0,425.0,439.0,369.0,355.0,388.0,361.0,4714.0
19393.0,Southwest Airlines Co.,13891.0,ONT,"Ontario, CA",CA,1062.0,959.0,885.0,342.0,307.0,628.0,745.0,694.0,561.0,558.0,582.0,546.0,7869.0
19393.0,Southwest Airlines Co.,13931.0,ORF,"Norfolk, VA",VA,193.0,176.0,175.0,92.0,92.0,156.0,223.0,197.0,108.0,112.0,171.0,159.0,1854.0
19393.0,Southwest Airlines Co.,14027.0,PBI,"West Palm Beach/Palm Beach, FL",FL,265.0,234.0,260.0,124.0,64.0,104.0,98.0,96.0,91.0,93.0,133.0,120.0,1682.0
19393.0,Southwest Airlines Co.,14057.0,PDX,"Portland, OR",OR,927.0,829.0,849.0,392.0,398.0,514.0,663.0,704.0,502.0,449.0,433.0,426.0,7086.0
19393.0,Southwest Airlines Co.,14100.0,PHL,"Philadelphia, PA",PA,534.0,472.0,526.0,350.0,252.0,333.0,447.0,447.0,279.0,278.0,293.0,272.0,4483.0
19393.0,Southwest Airlines Co.,14107.0,PHX,"Phoenix, AZ",AZ,4934.0,4675.0,4766.0,2214.0,1853.0,2863.0,3810.0,4092.0,3356.0,3318.0,3696.0,3372.0,42949.0
19393.0,Southwest Airlines Co.,14122.0,PIT,"Pittsburgh, PA",PA,836.0,738.0,770.0,406.0,316.0,462.0,611.0,620.0,355.0,385.0,508.0,415.0,6422.0
19393.0,Southwest Airlines Co.,14193.0,PNS,"Pensacola, FL",FL,91.0,86.0,103.0,85.0,74.0,198.0,269.0,278.0,181.0,163.0,109.0,106.0,1743.0
19393.0,Southwest Airlines Co.,14262.0,PSP,"Palm Springs, CA",CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,165.0,254.0
19393.0,Southwest Airlines Co.,14307.0,PVD,"Providence, RI",RI,456.0,427.0,405.0,237.0,160.0,248.0,297.0,305.0,226.0,247.0,243.0,195.0,3446.0
19393.0,Southwest Airlines Co.,14321.0,PWM,"Portland, ME",ME,90.0,81.0,84.0,50.0,61.0,83.0,126.0,125.0,97.0,102.0,80.0,72.0,1051.0
19393.0,Southwest Airlines Co.,14492.0,RDU,"Raleigh/Durham, NC",NC,744.0,690.0,688.0,386.0,277.0,417.0,575.0,610.0,406.0,377.0,476.0,386.0,6032.0
19393.0,Southwest Airlines Co.,14524.0,RIC,"Richmond, VA",VA,100.0,96.0,93.0,53.0,61.0,84.0,81.0,90.0,65.0,62.0,75.0,65.0,925.0
19393.0,Southwest Airlines Co.,14570.0,RNO,"Reno, NV",NV,646.0,600.0,544.0,248.0,270.0,286.0,377.0,482.0,318.0,283.0,321.0,296.0,4671.0
19393.0,Southwest Airlines Co.,14576.0,ROC,"Rochester, NY",NY,138.0,130.0,148.0,68.0,46.0,82.0,89.0,90.0,65.0,62.0,84.0,75.0,1077.0
19393.0,Southwest Airlines Co.,14635.0,RSW,"Fort Myers, FL",FL,756.0,789.0,976.0,456.0,355.0,524.0,593.0,480.0,325.0,527.0,778.0,683.0,7242.0
19393.0,Southwest Airlines Co.,14679.0,SAN,"San Diego, CA",CA,3310.0,3077.0,2813.0,1171.0,974.0,1317.0,1791.0,1865.0,1224.0,1180.0,1346.0,1107.0,21175.0
19393.0,Southwest Airlines Co.,14683.0,SAT,"San Antonio, TX",TX,1313.0,1206.0,1150.0,531.0,411.0,612.0,698.0,888.0,638.0,591.0,687.0,603.0,9328.0
19393.0,Southwest Airlines Co.,14730.0,SDF,"Louisville, KY",KY,355.0,310.0,335.0,162.0,183.0,223.0,287.0,289.0,223.0,226.0,263.0,213.0,3069.0
19393.0,Southwest Airlines Co.,14747.0,SEA,"Seattle, WA",WA,771.0,693.0,661.0,346.0,373.0,521.0,637.0,678.0,434.0,393.0,402.0,402.0,6311.0
19393.0,Southwest Airlines Co.,14771.0,SFO,"San Francisco, CA",CA,1095.0,1093.0,966.0,368.0,301.0,627.0,779.0,689.0,453.0,434.0,403.0,381.0,7589.0
19393.0,Southwest Airlines Co.,14831.0,SJC,"San Jose, CA",CA,3000.0,2756.0,2459.0,848.0,741.0,1223.0,1759.0,1534.0,1033.0,960.0,1055.0,932.0,18300.0
19393.0,Southwest Airlines Co.,14843.0,SJU,"San Juan, PR",PR,347.0,326.0,374.0,133.0,151.0,245.0,268.0,229.0,160.0,163.0,222.0,251.0,2869.0
19393.0,Southwest Airlines Co.,14869.0,SLC,"Salt Lake City, UT",UT,934.0,904.0,782.0,436.0,261.0,456.0,684.0,664.0,447.0,445.0,516.0,464.0,6993.0
19393.0,Southwest Airlines Co.,14893.0,SMF,"Sacramento, CA",CA,2474.0,2272.0,2072.0,904.0,871.0,1305.0,1706.0,1596.0,1264.0,1288.0,1402.0,1237.0,18391.0
19393.0,Southwest Airlines Co.,14908.0,SNA,"Santa Ana, CA",CA,1157.0,1077.0,991.0,343.0,399.0,632.0,913.0,880.0,614.0,585.0,713.0,711.0,9015.0
19393.0,Southwest Airlines Co.,15016.0,STL,"St. Louis, MO",MO,3131.0,2933.0,2879.0,1408.0,1213.0,2012.0,2960.0,3103.0,1785.0,1675.0,1892.0,1710.0,26701.0
19393.0,Southwest Airlines Co.,15304.0,TPA,"Tampa, FL",FL,2169.0,2103.0,2386.0,1172.0,902.0,1388.0,1654.0,1421.0,984.0,1135.0,1419.0,1300.0,18033.0
19393.0,Southwest Airlines Co.,15370.0,TUL,"Tulsa, OK",OK,378.0,342.0,343.0,151.0,123.0,168.0,271.0,349.0,241.0,224.0,268.0,218.0,3076.0
19393.0,Southwest Airlines Co.,15376.0,TUS,"Tucson, AZ",AZ,335.0,334.0,323.0,164.0,95.0,178.0,243.0,269.0,145.0,159.0,243.0,191.0,2679.0
19393.0,Southwest Airlines Co.,16101.0,YKM,"Yakima, WA",WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19687.0,Horizon Air,10140.0,ABQ,"Albuquerque, NM",NM,0.0,17.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,29.0,29.0,122.0
19687.0,Horizon Air,10275.0,ALW,"Walla Walla, WA",WA,61.0,58.0,55.0,22.0,57.0,37.0,31.0,61.0,51.0,62.0,57.0,53.0,605.0
19687.0,Horizon Air,10299.0,ANC,"Anchorage, AK",AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,29.0,73.0
19687.0,Horizon Air,10423.0,AUS,"Austin, TX",TX,0.0,0.0,23.0,18.0,33.0,60.0,31.0,93.0,89.0,93.0,78.0,31.0,549.0
19687.0,Horizon Air,10620.0,BIL,"Billings, MT",MT,104.0,87.0,85.0,32.0,30.0,47.0,62.0,86.0,88.0,93.0,88.0,92.0,894.0
19687.0,Horizon Air,10666.0,BLI,"Bellingham, WA",WA,119.0,114.0,101.0,34.0,22.0,29.0,45.0,62.0,60.0,62.0,58.0,61.0,767.0
19687.0,Horizon Air,10713.0,BOI,"Boise, ID",ID,484.0,450.0,400.0,88.0,80.0,175.0,344.0,430.0,440.0,406.0,434.0,451.0,4182.0
19687.0,Horizon Air,10849.0,BZN,"Bozeman, MT",MT,67.0,41.0,73.0,28.0,51.0,77.0,124.0,153.0,146.0,96.0,140.0,154.0,1150.0
19687.0,Horizon Air,11259.0,DAL,"Dallas, TX",TX,177.0,184.0,190.0,39.0,35.0,59.0,78.0,60.0,61.0,57.0,35.0,12.0,987.0
19687.0,Horizon Air,11470.0,EAT,"Wenatchee, WA",WA,82.0,81.0,79.0,28.0,52.0,37.0,48.0,61.0,56.0,61.0,60.0,58.0,703.0
19687.0,Horizon Air,11540.0,ELP,"El Paso, TX",TX,37.0,29.0,29.0,12.0,18.0,18.0,30.0,31.0,30.0,31.0,30.0,29.0,324.0
19687.0,Horizon Air,11603.0,EUG,"Eugene, OR",OR,204.0,197.0,175.0,50.0,54.0,77.0,93.0,154.0,92.0,180.0,178.0,168.0,1622.0
19687.0,Horizon Air,11638.0,FAT,"Fresno, CA",CA,25.0,29.0,48.0,16.0,0.0,0.0,31.0,8.0,0.0,27.0,39.0,31.0,254.0
19687.0,Horizon Air,11648.0,FCA,"Kalispell, MT",MT,115.0,96.0,81.0,28.0,30.0,47.0,93.0,123.0,117.0,95.0,89.0,106.0,1020.0
19687.0,Horizon Air,11884.0,GEG,"Spokane, WA",WA,612.0,594.0,538.0,155.0,165.0,246.0,420.0,465.0,491.0,527.0,573.0,516.0,5302.0
19687.0,Horizon Air,12003.0,GTF,"Great Falls, MT",MT,48.0,45.0,42.0,15.0,25.0,31.0,47.0,31.0,60.0,34.0,30.0,30.0,438.0
19687.0,Horizon Air,12094.0,HDN,"Hayden, CO",CO,13.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0
19687.0,Horizon Air,12156.0,HLN,"Helena, MT",MT,31.0,29.0,30.0,22.0,30.0,28.0,31.0,31.0,30.0,31.0,30.0,31.0,354.0
19687.0,Horizon Air,12278.0,ICT,"Wichita, KS",KS,29.0,27.0,26.0,12.0,51.0,35.0,30.0,31.0,30.0,31.0,30.0,31.0,363.0
19687.0,Horizon Air,12889.0,LAS,"Las Vegas, NV",NV,66.0,61.0,36.0,28.0,26.0,152.0,61.0,212.0,87.0,64.0,48.0,59.0,900.0
19687.0,Horizon Air,12892.0,LAX,"Los Angeles, CA",CA,178.0,183.0,262.0,145.0,119.0,168.0,91.0,115.0,80.0,177.0,211.0,285.0,2014.0
19687.0,Horizon Air,13198.0,MCI,"Kansas City, MO",MO,6.0,0.0,5.0,1.0,1.0,60.0,31.0,61.0,28.0,3.0,0.0,0.0,196.0
19687.0,Horizon Air,13264.0,MFR,"Medford, OR",OR,244.0,231.0,218.0,56.0,57.0,116.0,154.0,191.0,136.0,191.0,198.0,203.0,1995.0
19687.0,Horizon Air,13486.0,MSO,"Missoula, MT",MT,152.0,138.0,137.0,38.0,29.0,66.0,122.0,124.0,120.0,124.0,149.0,121.0,1320.0
19687.0,Horizon Air,13487.0,MSP,"Minneapolis, MN",MN,31.0,29.0,21.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
19687.0,Horizon Air,13796.0,OAK,"Oakland, CA",CA,37.0,31.0,21.0,28.0,31.0,58.0,79.0,31.0,89.0,37.0,18.0,30.0,490.0
19687.0,Horizon Air,13851.0,OKC,"Oklahoma City, OK",OK,0.0,0.0,0.0,12.0,30.0,30.0,30.0,31.0,31.0,30.0,29.0,31.0,254.0
19687.0,Horizon Air,13891.0,ONT,"Ontario, CA",CA,0.0,0.0,1.0,0.0,51.0,60.0,61.0,93.0,119.0,14.0,0.0,1.0,400.0
19687.0,Horizon Air,14004.0,PAE,"Everett, WA",WA,523.0,512.0,485.0,78.0,25.0,0.0,0.0,60.0,59.0,117.0,131.0,153.0,2143.0
19687.0,Horizon Air,14057.0,PDX,"Portland, OR",OR,1664.0,1590.0,1380.0,402.0,381.0,917.0,979.0,1296.0,1247.0,1157.0,1151.0,1238.0,13402.0
19687.0,Horizon Air,14107.0,PHX,"Phoenix, AZ",AZ,58.0,57.0,60.0,60.0,127.0,115.0,91.0,179.0,114.0,83.0,29.0,46.0,1019.0
19687.0,Horizon Air,14252.0,PSC,"Pasco/Kennewick/Richland, WA",WA,198.0,197.0,162.0,41.0,40.0,79.0,108.0,99.0,108.0,124.0,127.0,137.0,1420.0
19687.0,Horizon Air,14262.0,PSP,"Palm Springs, CA",CA,43.0,29.0,26.0,1.0,3.0,0.0,31.0,0.0,0.0,56.0,27.0,48.0,264.0
19687.0,Horizon Air,14303.0,PUW,"Pullman, WA",WA,137.0,135.0,111.0,37.0,28.0,29.0,31.0,62.0,58.0,62.0,59.0,58.0,807.0
19687.0,Horizon Air,14489.0,RDM,"Bend/Redmond, OR",OR,328.0,315.0,298.0,73.0,55.0,133.0,229.0,251.0,215.0,231.0,244.0,267.0,2639.0
19687.0,Horizon Air,14570.0,RNO,"Reno, NV",NV,131.0,109.0,104.0,33.0,31.0,60.0,140.0,184.0,175.0,130.0,162.0,183.0,1442.0
19687.0,Horizon Air,14679.0,SAN,"San Diego, CA",CA,200.0,231.0,230.0,72.0,73.0,72.0,30.0,92.0,106.0,166.0,167.0,200.0,1639.0
19687.0,Horizon Air,14689.0,SBA,"Santa Barbara, CA",CA,6.0,0.0,4.0,2.0,0.0,0.0,31.0,60.0,0.0,56.0,70.0,86.0,315.0
19687.0,Horizon Air,14698.0,SBP,"San Luis Obispo, CA",CA,25.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
19687.0,Horizon Air,14747.0,SEA,"Seattle, WA",WA,2904.0,2791.0,2468.0,1000.0,1274.0,2102.0,2729.0,3198.0,2843.0,2725.0,2611.0,2729.0,29374.0
19687.0,Horizon Air,14771.0,SFO,"San Francisco, CA",CA,167.0,135.0,127.0,104.0,144.0,284.0,216.0,210.0,168.0,240.0,203.0,137.0,2135.0
19687.0,Horizon Air,14831.0,SJC,"San Jose, CA",CA,177.0,174.0,205.0,75.0,23.0,114.0,157.0,217.0,177.0,241.0,193.0,98.0,1851.0
19687.0,Horizon Air,14869.0,SLC,"Salt Lake City, UT",UT,6.0,10.0,27.0,5.0,13.0,0.0,0.0,60.0,30.0,31.0,40.0,46.0,268.0
19687.0,Horizon Air,14893.0,SMF,"Sacramento, CA",CA,118.0,110.0,102.0,45.0,56.0,76.0,125.0,153.0,176.0,162.0,166.0,172.0,1461.0
19687.0,Horizon Air,14908.0,SNA,"Santa Ana, CA",CA,84.0,58.0,62.0,38.0,112.0,111.0,185.0,215.0,143.0,124.0,160.0,199.0,1491.0
19687.0,Horizon Air,15023.0,STS,"Santa Rosa, CA",CA,49.0,46.0,71.0,41.0,36.0,28.0,93.0,112.0,113.0,92.0,87.0,90.0,858.0
19687.0,Horizon Air,15041.0,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,32.0,37.0,37.0,0.0,0.0,6.0,24.0,23.0,14.0,9.0,9.0,29.0,220.0
19687.0,Horizon Air,15370.0,TUL,"Tulsa, OK",OK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19687.0,Horizon Air,15376.0,TUS,"Tucson, AZ",AZ,25.0,12.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
19687.0,Horizon Air,16101.0,YKM,"Yakima, WA",WA,112.0,113.0,97.0,28.0,25.0,29.0,30.0,47.0,56.0,63.0,58.0,61.0,719.0
19690.0,Hawaiian Airlines Inc.,12173.0,HNL,"Honolulu, HI",HI,548.0,506.0,465.0,59.0,94.0,109.0,157.0,220.0,190.0,212.0,300.0,381.0,3241.0
