ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION
10327,APC,CA,Napa County,Napa
10333,APN,MI,Alpena County Regional,Alpena
10349,ARC,AK,Arctic Village Airport,Arctic Village
10361,ART,NY,Watertown International,Watertown
10372,ASE,CO,Aspen Pitkin County Sardy Field,Aspen
10380,ASN,AL,Talladega Municipal,Talladega
10396,ATK,AK,Atqasuk Edward Burnell Sr. Memorial,Atqasuk
10397,ATL,GA,Hartsfield-Jackson Atlanta International,Atlanta
10405,ATT,AK,Atmautluak Airport,Atmautluak
10408,ATW,WI,Appleton International,Appleton
10409,ATY,SD,Watertown Regional,Watertown
10414,AUG,ME,Augusta State,Augusta/Waterville
10416,AUK,AK,Alakanuk Airport,Alakanuk
10423,AUS,TX,Austin - Bergstrom International,Austin
10431,AVL,NC,Asheville Regional,Asheville
10434,AVP,PA,Wilkes Barre Scranton International,Scranton/Wilkes-Barre
10466,AZA,AZ,Phoenix - Mesa Gateway,Phoenix
10469,AZO,MI,Kalamazoo/Battle Creek International,Kalamazoo
10529,BDL,CT,Bradley International,Hartford
10535,BDR,CT,Bridgeport Sikorsky,Bridgeport
10540,BED,MA,Laurence G Hanscom Field,Bedford
10551,BET,AK,Bethel Airport,Bethel
10556,BFB,AK,Blue Fox Bay Airport,Blue Fox Bay
10557,BFD,PA,Bradford Regional,Bradford
10558,BFF,NE,Western Neb. Regional/William B. Heilig Field,Scottsbluff
10559,BFI,WA,Boeing Field/King County International,Seattle
10561,BFL,CA,Meadows Field,Bakersfield
10562,BFM,AL,Mobile International,Mobile
10577,BGM,NY,Greater Binghamton/Edwin A. Link Field,Binghamton
10581,BGR,ME,Bangor International,Bangor
10589,BHB,ME,Hancock County-Bar Harbor,Bar Harbor
10590,IFP,AZ,Laughlin/Bullhead International,Bullhead City
10599,BHM,AL,Birmingham-Shuttlesworth International,Birmingham
10613,BID,RI,Block Island State,Block Island
10617,BIH,CA,Bishop Airport,Bishop
10620,BIL,MT,Billings Logan International,Billings
10627,BIS,ND,Bismarck Municipal,Bismarck/Mandan
10631,BJI,MN,Bemidji Regional,Bemidji
10640,BKC,AK,Buckland Airport,Buckland
10643,BKG,MO,Branson Airport,Branson
10654,BKW,WV,Raleigh County Memorial,Beckley
10661,BLD,NV,Boulder City Municipal,Boulder City
10666,BLI,WA,Bellingham International,Bellingham
10676,BLV,IL,Scott AFB MidAmerica St Louis,Belleville
10683,BMG,IN,Monroe County,Bloomington
10685,BMI,IL,Central Il Regional Airport at Bloomington,Bloomington/Normal
10693,BNA,TN,Nashville International,Nashville
10697,BNF,AK,Warm Spring Bay Seaplane Base,Baranof
10713,BOI,ID,Boise Air Terminal,Boise
10721,BOS,MA,Logan International,Boston
10728,BPT,TX,Jack Brooks Regional,Beaumont/Port Arthur
10731,BQK,GA,Brunswick Golden Isles,Brunswick
10732,BQN,PR,Rafael Hernandez,Aguadilla
10739,BRD,MN,Brainerd Lakes Regional,Brainerd
10744,BRL,IA,Southeast Iowa Regional,Burlington
10747,BRO,TX,Brownsville South Padre Island International,Brownsville
10754,BRW,AK,Wiley Post/Will Rogers Memorial,Barrow
10775,BTI,AK,Barter Island Airport,Barter Island
10778,BTL,MI,Battle Creek Executive at Kellogg Field,Battle Creek
10779,BTM,MT,Bert Mooney,Butte
10781,BTR,LA,Baton Rouge Metropolitan/Ryan Field,Baton Rouge
10783,BTT,AK,Bettles Airport,Bettles
10785,BTV,VT,Burlington International,Burlington
10792,BUF,NY,Buffalo Niagara International,Buffalo
10800,BUR,CA,Bob Hope,Burbank
10821,BWI,MD,Baltimore/Washington International Thurgood Marshall,Baltimore
10849,BZN,MT,Bozeman Yellowstone International,Bozeman
10857,C01,CA,Camarillo Airport,Camarillo
10868,CAE,SC,Columbia Metropolitan,Columbia
10874,CAK,OH,Akron-Canton Regional,Akron
10917,CDB,AK,Cold Bay Airport,Cold Bay
10918,CDC,UT,Cedar City Regional,Cedar City
10925,CDR,NE,Chadron Municipal,Chadron
10926,CDV,AK,Merle K Mudhole Smith,Cordova
10930,CEC,CA,Jack McNamara Field,Crescent City
10938,CEM,AK,Central Airport,Central
10950,CEZ,CO,Cortez Municipal,Cortez
10961,CGA,AK,Craig Seaplane Base,Craig
10967,CGI,MO,Cape Girardeau Regional,Cape Girardeau
10980,CHA,TN,Lovell Field,Chattanooga
10990,CHO,VA,Charlottesville Albemarle,Charlottesville
10994,CHS,SC,Charleston AFB/International,Charleston
10996,CHU,AK,Chuathbaluk Airport,Chuathbaluk
11003,CID,IA,The Eastern Iowa,Cedar Rapids/Iowa City
11007,CIK,AK,Chalkyitsik Airport,Chalkyitsik
11013,CIU,MI,Chippewa County International,Sault Ste. Marie
11027,CKB,WV,North Central West Virginia,Clarksburg/Fairmont
11028,CKD,AK,Crooked Creek Airport,Crooked Creek
11036,CKX,AK,Chicken Airport,Chicken
11041,CLD,CA,McClellan-Palomar,Carlsbad
11042,CLE,OH,Cleveland-Hopkins International,Cleveland
11049,CLL,TX,Easterwood Field,College Station/Bryan
11053,CLP,AK,Clarks Point Airport,Clarks Point
11057,CLT,NC,Charlotte Douglas International,Charlotte
11066,CMH,OH,John Glenn Columbus International,Columbus
11067,CMI,IL,University of Illinois/Willard,Champaign/Urbana
11076,CMX,MI,Houghton County Memorial,Hancock/Houghton
11085,CNM,NM,Cavern City Air Terminal,Carlsbad
11092,CNY,UT,Canyonlands Regional,Moab
11097,COD,WY,Yellowstone Regional,Cody
11109,COS,CO,City of Colorado Springs Municipal,Colorado Springs
11111,COU,MO,Columbia Regional,Columbia
11122,CPR,WY,Casper/Natrona County International,Casper
11123,CPS,MO,Bi-State Parks,St. Louis
11126,CPX,PR,Benjamin Rivera Noriega,Culebra
11140,CRP,TX,Corpus Christi International,Corpus Christi
11146,CRW,WV,West Virginia International Yeager,Charleston/Dunbar
11150,CSG,GA,Columbus Airport,Columbus
11193,CVG,KY,Cincinnati/Northern Kentucky International,Cincinnati
11197,CVN,NM,Clovis Regional,Clovis
11203,CWA,WI,Central Wisconsin,Mosinee
11214,CXF,AK,Coldfoot Airport,Coldfoot
11227,CYF,AK,Chefornak Airport,Chefornak
11233,CYS,WY,Cheyenne Regional/Jerry Olson Field,Cheyenne
11241,CZF,AK,Cape Romanzof LRRS,Cape Romanzof
11245,CZN,AK,Chisana Airport,Chisana
11252,DAB,FL,Daytona Beach International,Daytona Beach
11259,DAL,TX,Dallas Love Field,Dallas
11267,DAY,OH,James M Cox/Dayton International,Dayton
11274,DBQ,IA,Dubuque Regional,Dubuque
11278,DCA,VA,Ronald Reagan Washington National,Washington
11280,DCK,AK,Dahl Creek Airport,Dahl Creek
11283,DDC,KS,Dodge City Regional,Dodge City
11288,DEC,IL,Decatur Airport,Decatur
11292,DEN,CO,Denver International,Denver
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth
11299,DGB,AK,Danger Bay Airport,Danger Bay
11308,DHN,AL,Dothan Regional,Dothan
11315,DIK,ND,Dickinson - Theodore Roosevelt Regional,Dickinson
11336,DLG,AK,Dillingham Airport,Dillingham
11337,DLH,MN,Duluth International,Duluth
11348,DMN,NM,Deming Municipal,Deming
11367,DOF,AK,Dora Bay Airport,Dora Bay
11392,DQL,AK,Lake Hood,Anchorage
11401,DQU,AK,Neets Bay,Ketchikan
11411,DRG,AK,Deering Airport,Deering
11413,DRO,CO,Durango La Plata County,Durango
11415,DRT,TX,Del Rio International,Del Rio
11421,DSI,FL,Destin Executive,Destin
11423,DSM,IA,Des Moines International,Des Moines
11431,DTR,WA,Decatur,Decatur Island
11433,DTW,MI,Detroit Metro Wayne County,Detroit
11441,DUJ,PA,DuBois Regional,DuBois
11445,DUT,AK,Unalaska Airport,Unalaska
11447,DVL,ND,Devils Lake Regional,Devils Lake
11450,DVT,AZ,Phoenix - Deer Valley,Phoenix
11463,EAA,AK,Eagle Airport,Eagle
11468,EAR,NE,Kearney Regional,Kearney
11470,EAT,WA,Pangborn Memorial,Wenatchee
11471,EAU,WI,Chippewa Valley Regional,Eau Claire
11481,ECP,FL,Northwest Florida Beaches International,Panama City
11484,EDA,AK,Edna Bay Airport,Edna Bay
11492,EEK,AK,Eek Airport,Eek
11503,EGE,CO,Eagle County Regional,Eagle
11511,EGX,AK,Egegik Airport,Egegik
11512,EHM,AK,Cape Newenham LRRS,Cape Newenham
11525,EKO,NV,Elko Regional,Elko
11531,ELD,AR,South Arkansas Regional at Goodwin Field,El Dorado
11535,ELI,AK,Elim Airport,Elim
11537,ELM,NY,Elmira/Corning Regional,Elmira/Corning
11540,ELP,TX,El Paso International,El Paso
11545,ELV,AK,Elfin Cove Seaplane Base,Elfin Cove
11550,EMK,AK,Emmonak Airport,Emmonak
11555,ENA,AK,Kenai Municipal,Kenai
11559,ENN,AK,Nenana Municipal,Nenana
11563,ENV,UT,Wendover Airport,Wendover
11577,ERI,PA,Erie International/Tom Ridge Field,Erie
11587,ESC,MI,Delta County,Escanaba
11588,ESD,WA,Orcas Island,Eastsound
11603,EUG,OR,Mahlon Sweet Field,Eugene
11612,EVV,IN,Evansville Regional,Evansville
11615,EWB,MA,New Bedford Regional,New Bedford/Fall River
11617,EWN,NC,Coastal Carolina Regional,New Bern/Morehead/Beaufort
11618,EWR,NJ,Newark Liberty International,Newark
11619,EXI,AK,Excursion Inlet Seaplane Base,Excursion Inlet
11624,EYW,FL,Key West International,Key West
11630,FAI,AK,Fairbanks International,Fairbanks
11637,FAR,ND,Hector International,Fargo
11638,FAT,CA,Fresno Yosemite International,Fresno
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville
11643,FBK,AK,Ladd AAF,Fairbanks
11646,FBS,WA,Friday Harbor Seaplane Base,Friday Harbor
11648,FCA,MT,Glacier Park International,Kalispell
11650,FCM,MN,Flying Cloud,Minneapolis
11684,FKL,PA,Venango Regional,Franklin/Oil City
11695,FLG,AZ,Flagstaff Pulliam,Flagstaff
11697,FLL,FL,Fort Lauderdale-Hollywood International,Fort Lauderdale
11699,FLO,SC,Florence Regional,Florence
11702,FLT,AK,Flat Airport,Flat
11711,FMN,NM,Four Corners Regional,Farmington
11719,FNL,CO,Northern Colorado Regional,Fort Collins/Loveland
11721,FNT,MI,Bishop International,Flint
11725,FOD,IA,Fort Dodge Regional,Fort Dodge
11726,FOE,KS,Topeka Regional,Topeka
11762,FRD,WA,Friday Harbor Airport,Friday Harbor
11775,FSD,SD,Joe Foss Field,Sioux Falls
11778,FSM,AR,Fort Smith Regional,Fort Smith
11789,FTW,TX,Fort Worth Meacham International,Dallas/Fort Worth
11813,FVQ,AK,Donlin Creek Mine Airport,Donlin Creek Mine
11823,FWA,IN,Fort Wayne International,Fort Wayne
11827,FXE,FL,Fort Lauderdale Executive,Fort Lauderdale
11833,FYU,AK,Fort Yukon Airport,Fort Yukon
11844,GAL,AK,Edward G. Pitka Sr.,Galena
11845,GAM,AK,Gambell Airport,Gambell
11859,GBH,AK,Galbraith Lake Airport,Galbraith Lake
11865,GCC,WY,Northeast Wyoming Regional,Gillette
11867,GCK,KS,Garden City Regional,Garden City
11869,GCN,AZ,Grand Canyon National Park,Grand Canyon
11879,GDV,MT,Dawson Community,Glendive
11884,GEG,WA,Spokane International,Spokane
11898,GFK,ND,Grand Forks International,Grand Forks
11905,GGG,TX,East Texas Regional,Longview
11908,GGW,MT,Wokal Field Glasgow Valley County,Glasgow
11921,GJT,CO,Grand Junction Regional,Grand Junction
11924,GKN,AK,Gulkana Airport,Gulkana
11931,GLH,MS,Greenville Mid Delta,Greenville
11941,GLV,AK,Golovin Airport,Golovin
11952,GNU,AK,Goodnews,Goodnews Bay
11953,GNV,FL,Gainesville Regional,Gainesville
11973,GPT,MS,Gulfport-Biloxi International,Gulfport/Biloxi
11977,GRB,WI,Green Bay Austin Straubel International,Green Bay
11980,GRI,NE,Central Nebraska Regional,Grand Island
11982,GRK,TX,Robert Gray AAF,Killeen
11986,GRR,MI,Gerald R. Ford International,Grand Rapids
11995,GSO,NC,Piedmont Triad International,Greensboro/High Point
11996,GSP,SC,Greenville-Spartanburg International,Greer
11997,GST,AK,Gustavus Airport,Gustavus
12003,GTF,MT,Great Falls International,Great Falls
12007,GTR,MS,Golden Triangle Regional,Columbus
12012,GUC,CO,Gunnison-Crested Butte Regional,Gunnison
12016,GUM,TT,Guam International,Guam
12018,GUP,NM,Gallup Municipal,Gallup
12021,GUS,IN,Grissom ARB,Peru
12039,GWO,MS,Greenwood/Leflore,Greenwood
12054,GYR,AZ,Phoenix Goodyear,Goodyear
12055,GYY,IN,Gary/Chicago International,Gary
12087,HCR,AK,Holy Cross Airport,Holy Cross
12094,HDN,CO,Yampa Valley,Hayden
12119,HGR,MD,Hagerstown Regional-Richard A. Henson Field,Hagerstown
12124,HHH,SC,Hilton Head Airport,Hilton Head
12127,HHR,CA,Jack Northrop Field/Hawthorne Municipal,Hawthorne
12129,HIB,MN,Range Regional,Hibbing
12173,HNL,HI,Daniel K Inouye International,Honolulu
12141,HKB,AK,Healy River,Healy
12156,HLN,MT,Helena Regional,Helena
12171,HNH,AK,Hoonah Airport,Hoonah
12174,HNM,HI,Hana Airport,Hana
12175,HNS,AK,Haines Airport,Haines
12177,HOB,NM,Lea County Regional,Hobbs
12184,HOM,AK,Homer Airport,Homer
12190,HOT,AR,Memorial Field,Hot Springs
12191,HOU,TX,William P Hobby,Houston
12195,HPB,AK,Hooper Bay Airport,Hooper Bay
12197,HPN,NY,Westchester County,White Plains
12206,HRL,TX,Valley International,Harlingen/San Benito
12207,HRO,AR,Boone County,Harrison
12211,HSH,NV,Henderson Executive,Las Vegas
12214,HSL,AK,Huslia Airport,Huslia
12217,HSV,AL,Huntsville International-Carl T Jones Field,Huntsville
12222,HTO,NY,East Hampton Town,East Hampton
12223,HTS,WV,Tri-State/Milton J. Ferguson Field,Ashland
12235,HUS,AK,Hughes Airport,Hughes
12244,HVN,CT,Tweed New Haven,New Haven
12245,HVR,MT,Havre City-County,Havre
12250,HYA,MA,Cape Cod Gateway,Hyannis
12252,HYG,AK,Hydaburg Seaplane Base,Hydaburg
12253,HYL,AK,Hollis Seaplane Base,Hollis
12255,HYS,KS,Hays Regional,Hays
12264,IAD,VA,Washington Dulles International,Washington
12265,IAG,NY,Niagara Falls International,Niagara Falls
12266,IAH,TX,George Bush Intercontinental/Houston,Houston
12268,IAN,AK,Bob Baker Memorial,Kiana
12278,ICT,KS,Wichita Dwight D Eisenhower National,Wichita
12280,IDA,ID,Idaho Falls Regional,Idaho Falls
12294,IGG,AK,Igiugig Airport,Igiugig
12297,IGM,AZ,Kingman Airport,Kingman
12315,IKO,AK,Nikolski AS,Nikolski
12320,ILG,DE,New Castle,Wilmington
12321,ILI,AK,Iliamna Airport,Iliamna
12323,ILM,NC,Wilmington International,Wilmington
12335,IMT,MI,Ford,Iron Mountain/Kingsfd
12339,IND,IN,Indianapolis International,Indianapolis
12343,INL,MN,Falls International Einarson Field,International Falls
12363,IPL,CA,Imperial County,El Centro
12365,IPT,PA,Williamsport Regional,Williamsport
12370,IRC,AK,Circle City,Circle
12375,IRK,MO,Kirksville Regional,Kirksville
12388,ISM,FL,Kissimmee Gateway,Orlando
12389,ISN,ND,Sloulin Field International,Williston
12390,ISO,NC,Kinston Regional Jetport at Stallings Field,Kinston
12391,ISP,NY,Long Island MacArthur,Islip
12397,ITH,NY,Ithaca Tompkins International,Ithaca/Cortland
12402,ITO,HI,Hilo International,Hilo
12412,IWD,MI,Gogebic-Iron County,Ironwood
12441,JAC,WY,Jackson Hole,Jackson
12448,JAN,MS,Jackson Medgar Wiley Evers International,Jackson/Vicksburg
12451,JAX,FL,Jacksonville International,Jacksonville
12455,JBR,AR,Jonesboro Municipal,Jonesboro
12478,JFK,NY,John F. Kennedy International,New York
12492,JHM,HI,Kapalua Airport,Kapalua
12511,JLN,MO,Joplin Regional,Joplin
12519,JMS,ND,Jamestown Regional,Jamestown
12523,JNU,AK,Juneau International,Juneau
12544,USA,NC,Concord Padgett Regional,Concord
12553,JRV,PR,Jose Aponte de la Torre,Ceiba
12559,JST,PA,John Murtha Johnstown-Cambria County,Johnstown
12591,JZM,AK,Hog River Airport,Hog River
12610,KAE,AK,Kake Seaplane Base,Kake
12615,KAL,AK,Kaltag Airport,Kaltag
12621,KBC,AK,Birch Creek Airport,Birch Creek
12633,KCC,AK,Coffman Cove Seaplane Base,Coffman Cove
12635,KCG,AK,Chignik Bay Airport,Chignik Bay
12638,KCL,AK,Chignik Lagoon Airport,Chignik Lagoon
12641,KCQ,AK,Chignik Lake,Chignik
12649,KEB,AK,Nanwalek Airport,Nanwalek
12652,KEH,WA,Kenmore Air Harbor,Kenmore
12653,KEK,AK,Ekwok Airport,Ekwok
12663,KFP,AK,False Pass Airport,False Pass
12671,KGK,AK,Koliganek Airport,Koliganek
12676,KGX,AK,Grayling Airport,Grayling
12704,KKA,AK,Koyuk Alfred Adams,Koyuk
12705,KKB,AK,Kitoi Bay Airport,Kitoi Bay
12708,KKH,AK,Kongiganak Airport,Kongiganak
12709,KKI,AK,Akiachak Airport,Akiachak
12716,KKU,AK,Ekuk Airport,Ekuk
12719,KLG,AK,Kalskag Airport,Kalskag
12720,KLL,AK,Levelock Airport,Levelock
12721,KLN,AK,Larsen Bay Airport,Larsen Bay
12728,KLW,AK,Klawock Airport,Klawock
12737,KMO,AK,Manokatak Seaplane Base,Manokotak
12743,KMY,AK,Moser Bay Airport,Moser Bay
12748,KNK,AK,Kokhanok Airport,Kokhanok
12755,KNW,AK,New Stuyahok Airport,New Stuyahok
12758,KOA,HI,Ellison Onizuka Kona International at Keahole,Kona
12769,KOT,AK,Kotlik Airport,Kotlik
12771,KOY,AK,Olga Bay Seaplane Base,Olga Bay
12772,KOZ,AK,Ouzinkie Airport,Ouzinkie
12773,KPB,AK,Point Baker Airport,Point Baker
12774,KPC,AK,Port Clarence CGS,Port Clarence
12779,KPN,AK,Kipnuk Airport,Kipnuk
12782,KPR,AK,Port Williams Airport,Port Williams
12784,KPV,AK,Perryville Airport,Perryville
12785,KPY,AK,Port Bailey Airport,Port Bailey
12786,KQA,AK,Akutan Airport,Akutan
12807,KSM,AK,St. Mary's Airport,St. Mary's
12815,KTB,AK,Thorne Bay Seaplane Base,Thorne Bay
12819,KTN,AK,Ketchikan International,Ketchikan
12822,KTS,AK,Brevig Mission Airport,Brevig Mission
12831,KUK,AK,Kasigluk Airport,Kasigluk
12841,KVC,AK,King Cove Airport,King Cove
12844,KVL,AK,Kivalina Airport,Kivalina
12847,KWF,AK,Waterfall Seaplane Base,Waterfall
12851,KWK,AK,Kwigillingok Airport,Kwigillingok
12853,KWN,AK,Quinhagak Airport,Quinhagak
12854,KWP,AK,West Point Village,West Point
12855,KWT,AK,Kwethluk Airport,Kwethluk
12857,KXA,AK,Kasaan Seaplane Base,Kasaan
12866,KYK,AK,Karluk Airport,Karluk
12868,KYU,AK,Koyukuk Airport,Koyukuk
12869,KZB,AK,Zachar Bay Airport,Zachar Bay
12878,LAF,IN,Purdue University,Lafayette
12882,LAL,FL,Lakeland Linder International,Lakeland
12884,LAN,MI,Capital Region International,Lansing
12888,LAR,WY,Laramie Regional,Laramie
12889,LAS,NV,Harry Reid International,Las Vegas
12891,LAW,OK,Lawton-Fort Sill Regional,Lawton/Fort Sill
12892,LAX,CA,Los Angeles International,Los Angeles
12896,LBB,TX,Lubbock Preston Smith International,Lubbock
12898,LBE,PA,Arnold Palmer Regional,Latrobe
12899,LBF,NE,North Platte Regional Airport Lee Bird Field,North Platte
12902,LBL,KS,Liberal Mid-America Regional,Liberal
12915,LCH,LA,Lake Charles Regional,Lake Charles
12917,LCK,OH,Rickenbacker International,Columbus
12925,LDJ,NJ,Linden Airport,Linden
12932,LEB,NH,Lebanon Municipal,Lebanon-Hanover
12945,LEX,KY,Blue Grass,Lexington
12951,LFT,LA,Lafayette Regional Paul Fournet Field,Lafayette
12953,LGA,NY,LaGuardia,New York
12954,LGB,CA,Long Beach Airport,Long Beach
12982,LIH,HI,Lihue Airport,Lihue
12983,LIJ,AK,Long Island Airport,Long Island
12992,LIT,AR,Bill and Hillary Clinton Nat Adams Field,Little Rock
13002,LKE,WA,Lake Union Terminal,Seattle
13003,LKK,AK,Kulik Lake Airport,Kulik Lake
13016,LMA,AK,Lake Minchumina Airport,Lake Minchumina
13024,LMT,OR,Crater Lake Klamath Regional,Klamath Falls
13028,LNI,AK,Lonely AS,Lonely
13029,LNK,NE,Lincoln Airport,Lincoln
13032,LNS,PA,Lancaster Airport,Lancaster
13034,LNY,HI,Lanai Airport,Lanai
13055,LPS,WA,Lopez Island Airport,Lopez Island
13057,LPW,AK,Little Port Walter Airport,Little Port Walter
13061,LRD,TX,Laredo International,Laredo
13076,LSE,WI,La Crosse Regional,La Crosse
13087,LSV,NV,Nellis AFB,Las Vegas
13109,LUP,HI,Kalaupapa Airport,Kalaupapa
13111,LUR,AK,Cape Lisburne LRRS,Cape Lisburne
13121,LWB,WV,Greenbrier Valley,Lewisburg
13127,LWS,ID,Lewiston Nez Perce County,Lewiston
13139,LYH,VA,Lynchburg Regional/Preston Glenn Field,Lynchburg
13158,MAF,TX,Midland International Air and Space Port,Midland/Odessa
13176,MAZ,PR,Eugenio Maria de Hostos,Mayaguez
13182,MBL,MI,Manistee County-Blacker,Manistee/Ludington
13184,MBS,MI,MBS International,Saginaw/Bay City/Midland
13192,MCC,CA,McClellan Airfield,Sacramento
13194,MCE,CA,Merced Regional/Macready Field,Merced
13196,MCG,AK,McGrath Airport,McGrath
13198,MCI,MO,Kansas City International,Kansas City
13200,MCK,NE,McCook Ben Nelson Regional,McCook
13203,MCN,GA,Middle Georgia Regional,Macon
13204,MCO,FL,Orlando International,Orlando
13211,MCW,IA,Mason City Municipal,Mason City
13221,MDH,IL,Southern Illinois,Carbondale
13230,MDT,PA,Harrisburg International,Harrisburg
13232,MDW,IL,Chicago Midway International,Chicago
13234,MDY,TT,Sand Island Field,Midway Island
13241,MEI,MS,Key Field,Meridian
13244,MEM,TN,Memphis International,Memphis
13249,MER,CA,Castle,Atwater
13256,MFE,TX,McAllen Miller International,Mission/McAllen/Edinburg
13264,MFR,OR,Rogue Valley International - Medford,Medford
13273,MGE,GA,Dobbins ARB,Marietta
13277,MGM,AL,Montgomery Regional,Montgomery
13282,MGW,WV,Morgantown Municipal,Morgantown
13290,MHK,KS,Manhattan Regional,Manhattan/Ft. Riley
13292,MHM,AK,Minchumina Airport,Minchumina
13296,MHT,NH,Manchester Boston Regional,Manchester
13303,MIA,FL,Miami International,Miami
13342,MKE,WI,General Mitchell International,Milwaukee
13344,MKG,MI,Muskegon County,Muskegon
13347,MKK,HI,Molokai,Hoolehua
13348,MKL,TN,McKellar-Sipes Regional,Jackson
13354,MKT,MN,Mankato Regional,Mankato
13360,MLB,FL,Melbourne Orlando International,Melbourne
13367,MLI,IL,Quad Cities International,Moline
13369,MLL,AK,Marshall Don Hunter Sr.,Marshall
13377,MLU,LA,Monroe Regional,Monroe
13381,MLY,AK,Manley Hot Springs Airport,Manley Hot Springs
13388,MMH,CA,Mammoth Lakes Airport,Mammoth Lakes
13415,MNT,AK,Minto Al Wright,Minto
13422,MOB,AL,Mobile Regional,Mobile
13433,MOT,ND,Minot International,Minot
13434,MOU,AK,Mountain Village Airport,Mountain Village
13439,MPB,FL,Watson Island International,Miami
13459,MQT,MI,Sawyer International,Marquette
13461,MQY,TN,Smyrna Airport,Smyrna
13467,MRI,AK,Merrill Field,Anchorage
13476,MRY,CA,Monterey Regional,Monterey
13484,MSL,AL,Northwest Alabama Regional,Muscle Shoals
13485,MSN,WI,Dane County Regional-Truax Field,Madison
13486,MSO,MT,Missoula Montana,Missoula
13487,MSP,MN,Minneapolis-St Paul International,Minneapolis
13490,MSS,NY,Massena International-Richards Field,Massena
13495,MSY,LA,Louis Armstrong New Orleans International,New Orleans
13502,MTJ,CO,Montrose Regional,Montrose/Delta
13504,MTM,AK,Metlakatala,Metlakatla
13507,MTP,NY,Sky Portal,Montauk Point
13520,MUE,HI,Waimea-Kohala,Kamuela
13535,MVL,VT,Morrisville Stowe State,Morrisville
13541,MVY,MA,Martha's Vineyard Airport,Martha's Vineyard
13543,MWA,IL,Veterans Airport of Southern Illinois,Marion/Herrin
13546,MWH,WA,Grant County International,Moses Lake
13547,MWL,TX,Mineral Wells Regional,Mineral Wells
13564,MXY,AK,McCarthy Airport,McCarthy
13570,MYF,CA,Montgomery Gibbs Executive,San Diego
13574,MYK,AK,May Creek Airport,May Creek
13577,MYR,SC,Myrtle Beach International,Myrtle Beach
13579,MYU,AK,Mekoryuk Airport,Mekoryuk
13629,NCN,AK,Chenega Bay,Chenega
13676,NIB,AK,Nikolai Airport,Nikolai
13685,NJ1,NJ,Camden County,Berlin
13693,NKI,AK,Naukiti Airport,Naukiti
13704,NLG,AK,Nelson Lagoon Airport,Nelson Lagoon
13710,NME,AK,Nightmute Airport,Nightmute
13714,NNK,AK,Naknek Airport,Naknek
13715,NNL,AK,Nondalton Airport,Nondalton
13731,NPT,RI,Newport State,Newport
13767,NUI,AK,Nuiqsut Airport,Nuiqsut
13768,NUL,AK,Nulato Airport,Nulato
13770,NUP,AK,Nunapitchuk Airport,Nunapitchuk
